date_mutation;valeur_fonciere;code_postal;code_commune;type_local;surface_reelle_bati;nombre_pieces_principales;surface_terrain
31/10/2019;664000;75013;75113;Appartement;80;3;
31/10/2019;482000;75013;75113;;;;
04/11/2019;530000;75013;75113;Appartement;74;3;
04/11/2019;530000;75013;75113;Dépendance;;0;
24/10/2019;22000;75013;75113;Dépendance;;0;
17/10/2019;340000;75013;75113;Appartement;26;2;
18/10/2019;400000;75013;75113;Appartement;59;1;
18/10/2019;400000;75013;75113;Dépendance;;0;
07/11/2019;371000;75013;75113;Appartement;36;2;
29/10/2019;282300;75013;75113;Appartement;25;1;
22/10/2019;546400;75013;75113;Appartement;20;2;
22/10/2019;546400;75013;75113;Appartement;20;2;
14/11/2019;700000;75013;75113;Local industriel. commercial ou assimilé;115;0;
06/11/2019;210000;75013;75113;Appartement;55;3;
31/10/2019;800000;75013;75113;Appartement;105;4;
31/10/2019;800000;75013;75113;Dépendance;;0;
05/11/2019;178000;75013;75113;Appartement;19;2;
31/10/2019;404000;75013;75113;Dépendance;;0;
31/10/2019;404000;75013;75113;Appartement;75;3;
31/10/2019;404000;75013;75113;Dépendance;;0;
29/10/2019;205000;75013;75113;Appartement;14;1;
13/11/2019;637000;75013;75113;Dépendance;;0;
13/11/2019;637000;75013;75113;Appartement;72;3;
13/11/2019;345000;75013;75113;Appartement;30;2;
07/11/2019;647050;75013;75113;Appartement;65;3;
12/11/2019;225000;75013;75113;Local industriel. commercial ou assimilé;99;0;
30/10/2019;330000;75013;75113;Appartement;36;2;
06/11/2019;150000;75013;75113;Appartement;18;1;
21/10/2019;260000;75013;75113;Local industriel. commercial ou assimilé;37;0;
09/11/2019;273905;75013;75113;Appartement;28;1;
13/11/2019;211200;75013;75113;Appartement;31;2;
21/10/2019;127000;75013;75113;Appartement;13;1;
29/10/2019;270000;75013;75113;Appartement;28;1;
28/10/2019;298000;75013;75113;Appartement;23;1;
28/10/2019;297650;75013;75113;Appartement;30;2;
07/11/2019;186000;75013;75113;Appartement;20;1;
08/11/2019;131000;75013;75113;Appartement;12;1;
31/10/2019;547200;75013;75113;Appartement;53;3;
18/11/2019;300000;75013;75113;Appartement;34;1;
08/11/2019;25000;75013;75113;Dépendance;;0;
08/11/2019;9741143;;75113;;;;
08/11/2019;9741143;;75113;;;;
02/01/2019;130000;75014;75114;Appartement;12;1;
02/01/2019;94000;75014;75114;Appartement;8;1;
04/01/2019;365000;75014;75114;Appartement;40;3;
03/01/2019;482000;75014;75114;Appartement;57;3;
08/01/2019;1100000;75014;75114;Local industriel. commercial ou assimilé;182;0;
08/01/2019;1100000;75014;75114;Local industriel. commercial ou assimilé;30;0;
11/01/2019;470000;75014;75114;Appartement;45;2;
04/01/2019;475144;75014;75114;Appartement;54;2;
07/01/2019;517900;75014;75114;Appartement;48;2;
08/01/2019;200000;75014;75114;Appartement;19;1;
03/01/2019;170000;75014;75114;Appartement;16;1;
10/01/2019;416500;75014;75114;Dépendance;;0;
10/01/2019;416500;75014;75114;Appartement;46;2;
10/01/2019;165000;75014;75114;Appartement;21;1;
10/01/2019;165000;75014;75114;Local industriel. commercial ou assimilé;37;0;
03/01/2019;350000;75014;75114;Appartement;40;2;
08/01/2019;260000;75014;75114;Appartement;29;1;
03/01/2019;534240;75014;75114;Appartement;56;3;
02/01/2019;31000;75014;75114;Dépendance;;0;
04/01/2019;144000;75014;75114;Appartement;28;1;
11/01/2019;165000;75014;75114;Dépendance;;0;
18/01/2019;275000;75014;75114;Appartement;25;1;
03/01/2019;345141;75014;75114;Appartement;29;2;
04/01/2019;270000;75014;75114;Appartement;25;2;
15/01/2019;281000;75014;75114;Dépendance;;0;
15/01/2019;281000;75014;75114;Appartement;23;1;
10/01/2019;440680;75014;75114;Appartement;49;2;
10/01/2019;440680;75014;75114;Dépendance;;0;
18/01/2019;18000;75014;75114;Dépendance;;0;
17/01/2019;82450;75014;75114;Local industriel. commercial ou assimilé;15;0;
04/01/2019;205000;75014;75114;Appartement;24;2;
14/01/2019;1060000;75014;75114;Appartement;105;5;
14/01/2019;1060000;75014;75114;Dépendance;;0;
18/01/2019;210000;75014;75114;Appartement;28;1;
18/01/2019;210000;75014;75114;Dépendance;;0;
14/01/2019;258000;75014;75114;Local industriel. commercial ou assimilé;12;0;
08/01/2019;290400;75014;75114;Appartement;33;2;
04/01/2019;555000;75014;75114;Local industriel. commercial ou assimilé;65;0;
21/01/2019;255000;75014;75114;Appartement;22;1;
15/01/2019;1000;75014;75114;Appartement;38;2;
08/01/2019;932000;75014;75114;Appartement;84;4;
04/01/2019;280000;75014;75114;Appartement;28;2;
09/01/2019;30000;75014;75114;Dépendance;;0;
15/01/2019;555250;75014;75114;Appartement;59;2;
04/01/2019;971600;75014;75114;Dépendance;;0;
04/01/2019;971600;75014;75114;Appartement;86;4;
10/01/2019;13000;75014;75114;Local industriel. commercial ou assimilé;72;0;
11/01/2019;640000;75014;75114;Appartement;58;3;
18/01/2019;15500;75014;75114;Dépendance;;0;
17/01/2019;278875;75014;75114;Appartement;50;2;
28/01/2019;189000;75014;75114;Appartement;16;1;
18/01/2019;220000;75014;75114;Appartement;25;2;
18/01/2019;291000;75014;75114;Appartement;32;2;
16/01/2019;190000;75014;75114;Appartement;18;1;
15/01/2019;1200000;75014;75114;Appartement;101;4;
10/01/2019;;75014;75114;Appartement;23;1;
18/01/2019;150000;75014;75114;Appartement;14;1;
16/01/2019;30000;75014;75114;Dépendance;;0;
15/01/2019;210000;75014;75114;Appartement;25;1;
16/01/2019;29000;75014;75114;Dépendance;;0;
16/01/2019;29000;75014;75114;Dépendance;;0;
17/01/2019;310000;75014;75114;Appartement;17;1;
17/01/2019;310000;75014;75114;Appartement;17;2;
25/01/2019;500000;75014;75114;Local industriel. commercial ou assimilé;57;0;
15/01/2019;155000;75014;75114;Appartement;16;0;
17/01/2019;240000;75014;75114;Local industriel. commercial ou assimilé;28;0;
08/01/2019;448000;75014;75114;Appartement;40;2;
23/01/2019;840000;75014;75114;Appartement;91;4;
18/01/2019;;75014;75114;Appartement;44;2;
25/01/2019;199000;75014;75114;Appartement;28;1;
18/01/2019;440000;75014;75114;Appartement;48;2;
07/01/2019;240000;75014;75114;Appartement;25;2;
07/01/2019;379000;75014;75114;Appartement;38;1;
16/01/2019;204300;75014;75114;Appartement;20;2;
16/01/2019;195000;75014;75114;Appartement;25;2;
18/01/2019;524000;75014;75114;Appartement;49;3;
23/01/2019;207500;75014;75114;Local industriel. commercial ou assimilé;29;0;
11/01/2019;586625;;75114;;;;
11/01/2019;586625;;75114;;;;
11/01/2019;586625;;75114;;;;
25/01/2019;317800;75014;75114;Appartement;37;2;
11/01/2019;240000;75014;75114;Appartement;31;1;
15/01/2019;440750;75014;75114;Appartement;45;3;
18/01/2019;37000;75014;75114;Dépendance;;0;
11/01/2019;225000;75014;75114;Appartement;26;2;
18/01/2019;260000;75014;75114;Appartement;31;1;
21/01/2019;120000;75014;75114;Appartement;12;1;
15/01/2019;223250;75014;75114;Appartement;25;1;
11/01/2019;248000;75014;75114;Appartement;27;1;
23/01/2019;430000;75014;75114;Appartement;35;2;
28/01/2019;778850;75014;75114;Dépendance;;0;
28/01/2019;778850;75014;75114;Appartement;73;3;
24/01/2019;534000;75014;75114;Appartement;48;3;
22/01/2019;21000;75014;75114;Dépendance;;0;
08/01/2019;496000;75014;75114;Appartement;63;3;
02/01/2019;437000;75014;75114;Appartement;46;2;
16/01/2019;350000;75014;75114;Appartement;38;2;
21/01/2019;495100;75014;75114;Appartement;55;3;
01/02/2019;220000;75014;75114;Appartement;22;1;
14/01/2019;828000;75014;75114;Appartement;67;3;
11/01/2019;895000;;75114;;;;
11/01/2019;895000;75014;75114;;;;
08/01/2019;581000;75014;75114;Appartement;70;3;
24/01/2019;312000;75014;75114;Local industriel. commercial ou assimilé;72;0;
01/02/2019;1735000;75014;75114;;;;
25/01/2019;331500;75014;75114;Appartement;25;2;
17/01/2019;49000;75014;75114;Dépendance;;0;
10/01/2019;362000;75014;75114;Appartement;31;2;
15/01/2019;595000;75014;75114;Appartement;46;3;
10/01/2019;144000;75014;75114;Appartement;14;1;
18/01/2019;368000;;75114;;;;
18/01/2019;368000;75014;75114;;;;
30/01/2019;201000;75014;75114;Appartement;18;2;
29/01/2019;25750;75014;75114;Dépendance;;0;
29/01/2019;25750;75014;75114;Dépendance;;0;
29/01/2019;18000;75014;75114;Dépendance;;0;
18/01/2019;28000;75014;75114;Dépendance;;0;
25/01/2019;644000;75014;75114;Appartement;48;2;
25/01/2019;644000;75014;75114;Dépendance;;0;
28/01/2019;575000;75014;75114;Dépendance;;0;
28/01/2019;575000;75014;75114;Appartement;78;3;
29/01/2019;285000;75014;75114;Appartement;29;2;
30/01/2019;380000;75014;75114;Local industriel. commercial ou assimilé;44;0;
28/01/2019;305000;75014;75114;Appartement;27;1;
24/01/2019;550000;75014;75114;Dépendance;;0;
24/01/2019;550000;75014;75114;Appartement;60;3;
17/01/2019;840000;75014;75114;Appartement;115;3;
23/01/2019;176750;75014;75114;Appartement;24;1;
09/01/2019;376000;75014;75114;Appartement;41;2;
25/01/2019;367000;75014;75114;Appartement;70;3;
08/01/2019;290000;75014;75114;Appartement;24;1;
31/01/2019;506000;75014;75114;Appartement;48;3;
09/01/2019;120000;75014;75114;Appartement;8;1;
30/01/2019;365000;75014;75114;Appartement;39;2;
01/02/2019;360000;75014;75114;Appartement;42;2;
11/01/2019;200000;75014;75114;Appartement;28;1;
31/01/2019;352000;75014;75114;Appartement;30;2;
05/02/2019;175750;75014;75114;Appartement;14;1;
05/02/2019;175750;75014;75114;Appartement;21;0;
06/02/2019;411300;75014;75114;Appartement;40;2;
04/02/2019;27000;75014;75114;Dépendance;;0;
29/01/2019;295000;75014;75114;Appartement;24;1;
28/01/2019;520500;75014;75114;Appartement;38;3;
01/02/2019;620000;75014;75114;Dépendance;;0;
01/02/2019;620000;75014;75114;Appartement;60;3;
21/01/2019;340000;75014;75114;Appartement;26;2;
15/01/2019;270000;75014;75114;Dépendance;;0;
15/01/2019;270000;75014;75114;Appartement;27;1;
15/01/2019;307400;75014;75114;Appartement;24;2;
15/01/2019;570000;75014;75114;Appartement;61;4;
11/01/2019;386500;75014;75114;Appartement;41;2;
30/01/2019;531050;75014;75114;Appartement;78;3;
30/01/2019;531050;75014;75114;Dépendance;;0;
24/01/2019;445196;75014;75114;;;;
22/01/2019;26150;75014;75114;Dépendance;;0;
05/02/2019;566850;75014;75114;Appartement;71;3;
08/02/2019;449000;75014;75114;Appartement;53;2;
31/01/2019;191675;75014;75114;Local industriel. commercial ou assimilé;27;0;
25/01/2019;242500;75014;75114;Appartement;25;1;
01/02/2019;852000;75014;75114;Dépendance;;0;
01/02/2019;852000;75014;75114;Appartement;83;4;
31/01/2019;270000;75014;75114;Appartement;27;1;
31/01/2019;223000;75014;75114;Appartement;22;1;
30/01/2019;135000;75014;75114;Appartement;30;2;
31/01/2019;;75014;75114;Local industriel. commercial ou assimilé;700;0;257
18/01/2019;380000;75014;75114;Appartement;45;2;
06/02/2019;230000;75014;75114;Appartement;33;2;
05/02/2019;218000;75014;75114;Appartement;24;2;
07/02/2019;290000;75014;75114;Appartement;50;3;
16/01/2019;495000;75014;75114;Dépendance;;0;
16/01/2019;495000;75014;75114;Appartement;38;2;
31/01/2019;1300000;75014;75114;Dépendance;;0;
31/01/2019;1300000;75014;75114;Appartement;102;5;
07/02/2019;22000;75014;75114;Dépendance;;0;
28/01/2019;20000;75014;75114;Dépendance;;0;
17/01/2019;670000;75014;75114;Appartement;76;3;
22/01/2019;150000;75014;75114;Appartement;34;3;
17/01/2019;225000;75014;75114;Appartement;27;1;
31/01/2019;;75014;75114;Appartement;92;4;
30/01/2019;268000;75014;75114;Appartement;35;2;
23/01/2019;550000;75014;75114;Appartement;50;2;
29/01/2019;273900;75014;75114;Appartement;39;2;
30/01/2019;925000;75014;75114;Appartement;87;4;
17/01/2019;340000;75014;75114;Appartement;43;1;
16/01/2019;480000;75014;75114;Local industriel. commercial ou assimilé;65;0;
17/01/2019;60000;75014;75114;Appartement;30;2;
25/01/2019;432473;75014;75114;Appartement;44;2;
08/02/2019;822200;75014;75114;Appartement;51;3;
08/02/2019;822200;75014;75114;Appartement;44;2;
29/01/2019;333000;75014;75114;Appartement;28;1;
25/01/2019;30500;75014;75114;Dépendance;;0;
18/01/2019;690000;75014;75114;Appartement;67;3;
08/02/2019;366000;75014;75114;Appartement;38;2;
01/02/2019;114000;75014;75114;Appartement;10;1;
15/02/2019;1868000;75014;75114;Appartement;33;1;
15/02/2019;1868000;75014;75114;Appartement;31;1;
15/02/2019;1868000;75014;75114;Appartement;31;1;
15/02/2019;1868000;75014;75114;Appartement;21;1;
15/02/2019;1868000;75014;75114;Appartement;25;1;
31/01/2019;1141530;75014;75114;Appartement;109;6;
31/01/2019;1141530;75014;75114;Dépendance;;0;
19/01/2019;103500;75014;75114;Appartement;51;3;
31/01/2019;294000;75014;75114;Appartement;31;2;
11/02/2019;300000;75014;75114;Appartement;30;2;
04/02/2019;788500;75014;75114;Appartement;35;1;
05/02/2019;280000;75014;75114;Appartement;28;2;
07/02/2019;225000;75014;75114;Appartement;21;2;
28/01/2019;320000;75014;75114;Appartement;39;3;
31/01/2019;1900000;75014;75114;Appartement;120;5;
31/01/2019;1900000;75014;75114;Appartement;147;4;
15/02/2019;800000;75014;75114;Appartement;72;4;
08/02/2019;235000;75014;75114;Appartement;25;2;
04/02/2019;380000;75014;75114;Appartement;52;2;
30/01/2019;384000;75014;75114;Appartement;48;3;
30/01/2019;384000;75014;75114;Appartement;18;1;
30/01/2019;384000;75014;75114;Appartement;28;1;
12/02/2019;404000;75014;75114;Appartement;48;2;
13/02/2019;225000;75014;75114;Local industriel. commercial ou assimilé;30;0;
28/01/2019;90000;75014;75114;Appartement;11;1;
24/01/2019;373000;75014;75114;Appartement;38;2;
23/01/2019;450000;75014;75114;Appartement;63;3;
25/01/2019;20000;75014;75114;Dépendance;;0;
15/02/2019;1530000;75014;75114;Dépendance;;0;
15/02/2019;1530000;75014;75114;Appartement;116;4;
31/01/2019;850000;75014;75114;Maison;90;4;144
15/02/2019;740000;75014;75114;Appartement;60;3;
15/02/2019;1050000;75014;75114;Appartement;120;5;
13/02/2019;307000;75014;75114;Appartement;29;2;
13/02/2019;307000;75014;75114;Appartement;11;1;
08/02/2019;540000;75014;75114;Appartement;49;2;
14/02/2019;220000;75014;75114;Appartement;28;2;
07/02/2019;250000;75014;75114;Appartement;21;2;
28/01/2019;170000;75014;75114;Appartement;19;1;
25/01/2019;225000;75014;75114;Appartement;18;1;
24/01/2019;124545;75014;75114;Appartement;10;1;
21/02/2019;529000;75014;75114;Appartement;56;3;
18/02/2019;431000;75014;75114;Appartement;50;3;
31/01/2019;586650;75014;75114;Appartement;53;2;
31/01/2019;586650;75014;75114;Dépendance;;0;
06/02/2019;640000;75014;75114;Appartement;72;3;
24/01/2019;462000;75014;75114;Appartement;48;2;
06/02/2019;300000;75014;75114;Local industriel. commercial ou assimilé;30;0;
11/02/2019;65000;75014;75114;Dépendance;;0;
21/02/2019;1;75014;75114;Local industriel. commercial ou assimilé;121;0;
08/02/2019;834500;75014;75114;Appartement;68;3;
06/02/2019;380000;75014;75114;Appartement;43;2;
25/01/2019;235000;75014;75114;Appartement;28;1;
01/02/2019;449250;75014;75114;Appartement;43;2;
23/01/2019;385000;75014;75114;Appartement;45;2;
25/01/2019;920000;75014;75114;Appartement;90;5;
13/02/2019;177500;75014;75114;Appartement;20;1;
13/02/2019;462000;75014;75114;Appartement;44;2;
05/02/2019;70000;75014;75114;Dépendance;;0;
28/01/2019;310000;75014;75114;Appartement;37;2;
13/02/2019;231395;75014;75114;Appartement;23;1;
13/02/2019;948000;75014;75114;Dépendance;;0;
13/02/2019;948000;75014;75114;Appartement;73;3;
30/01/2019;150000;75014;75114;Appartement;17;1;
08/02/2019;330000;75014;75114;Appartement;37;2;
08/02/2019;175000;75014;75114;Appartement;12;1;
25/02/2019;356000;75014;75114;Local industriel. commercial ou assimilé;50;0;
07/02/2019;420000;75014;75114;Local industriel. commercial ou assimilé;50;0;
14/02/2019;1050000;75014;75114;Appartement;117;5;
14/02/2019;315000;75014;75114;Appartement;25;2;
07/02/2019;1313560;75014;75114;Appartement;117;5;
07/02/2019;1313560;75014;75114;Dépendance;;0;
20/02/2019;220000;75014;75114;Appartement;37;2;
28/01/2019;306850;75014;75114;Appartement;23;2;
06/02/2019;180000;75014;75114;Appartement;40;2;
26/02/2019;500000;75014;75114;Local industriel. commercial ou assimilé;99;0;
26/02/2019;500000;75014;75114;Appartement;13;1;
21/02/2019;35000;75014;75114;Dépendance;;0;
20/02/2019;800000;75014;75114;Appartement;91;4;
19/02/2019;17000;75014;75114;Dépendance;;0;
06/02/2019;88000;75014;75114;Dépendance;;0;
14/02/2019;241000;75014;75114;Appartement;62;3;
06/02/2019;320000;75014;75114;Dépendance;;0;
06/02/2019;320000;75014;75114;Appartement;27;1;
07/02/2019;406257;75014;75114;Appartement;62;3;
05/02/2019;375000;75014;75114;Appartement;36;2;
14/02/2019;330000;75014;75114;Appartement;30;2;
28/02/2019;313000;75014;75114;Appartement;35;2;
04/02/2019;169920;75014;75114;Appartement;18;1;
26/02/2019;143000;75014;75114;Appartement;13;1;
11/02/2019;350000;75014;75114;Appartement;35;2;
08/02/2019;740000;75014;75114;Appartement;59;4;
06/02/2019;165000;75014;75114;Dépendance;;0;
15/02/2019;15500;75014;75114;Dépendance;;0;
15/02/2019;690000;75014;75114;Appartement;75;4;
06/02/2019;405000;75014;75114;Appartement;45;2;
06/02/2019;405000;75014;75114;Dépendance;;0;
27/02/2019;275000;75014;75114;Appartement;25;1;
21/02/2019;586581;75014;75114;Appartement;53;2;
21/02/2019;305000;75014;75114;Appartement;29;1;
21/02/2019;310000;75014;75114;Appartement;30;2;
21/02/2019;170050;75014;75114;Appartement;19;1;
11/02/2019;437000;75014;75114;Appartement;38;2;
26/02/2019;30000;75014;75114;Dépendance;;0;
26/02/2019;30000;75014;75114;Dépendance;;0;
14/02/2019;298000;75014;75114;Appartement;24;2;
15/02/2019;286700;75014;75114;Appartement;32;2;
28/02/2019;220000;75014;75114;Appartement;40;2;
08/02/2019;272000;75014;75114;Appartement;37;2;
07/02/2019;26000;75014;75114;Dépendance;;0;
07/02/2019;310000;75014;75114;Local industriel. commercial ou assimilé;31;0;
22/02/2019;310000;75014;75114;Appartement;24;2;
28/02/2019;1459500;75014;75114;Appartement;104;4;
22/02/2019;4000;75014;75114;Dépendance;;0;
22/02/2019;4000;75014;75114;Appartement;82;4;
13/02/2019;385000;75014;75114;Appartement;39;3;
18/02/2019;300000;75014;75114;Local industriel. commercial ou assimilé;30;0;
11/02/2019;817000;75014;75114;Appartement;63;3;
11/02/2019;817000;75014;75114;Dépendance;;0;
11/02/2019;345000;75014;75114;Appartement;34;1;
28/02/2019;120000;75014;75114;Appartement;14;1;
28/02/2019;550500;75014;75114;Appartement;25;2;
28/02/2019;550500;75014;75114;Appartement;22;2;
01/03/2019;740000;75014;75114;Appartement;58;3;
22/02/2019;444300;75014;75114;Appartement;45;2;
16/02/2019;435000;75014;75114;Appartement;41;3;
22/02/2019;455000;75014;75114;Appartement;42;3;
20/02/2019;650000;75014;75114;Appartement;63;3;
08/02/2019;181434;75014;75114;Appartement;39;2;
28/02/2019;287950;75014;75114;Appartement;46;2;
21/02/2019;28000;75014;75114;Dépendance;;0;
22/02/2019;581864;75014;75114;Appartement;52;2;
21/02/2019;468000;75014;75114;Appartement;52;2;
15/02/2019;192000;75014;75114;Appartement;20;1;
26/02/2019;410000;75014;75114;Appartement;43;2;
27/02/2019;630000;75014;75114;Appartement;45;3;
13/02/2019;378200;75014;75114;Appartement;36;2;
27/02/2019;230000;75014;75114;Appartement;25;2;
18/02/2019;33900;75014;75114;Dépendance;;0;
18/02/2019;30000;75014;75114;Dépendance;;0;
15/02/2019;254000;75014;75114;Appartement;22;1;
21/02/2019;275000;75014;75114;Appartement;22;2;
11/02/2019;37000;75014;75114;Dépendance;;0;
13/02/2019;900000;75014;75114;Appartement;92;4;
08/03/2019;690000;75014;75114;Appartement;75;3;
08/03/2019;690000;75014;75114;Dépendance;;0;
28/02/2019;499000;75014;75114;Appartement;47;3;
27/02/2019;1325000;75014;75114;Appartement;60;2;
27/02/2019;1325000;75014;75114;Local industriel. commercial ou assimilé;45;0;
27/02/2019;1325000;75014;75114;Dépendance;;0;
27/02/2019;2595000;75014;75114;Appartement;150;5;
12/02/2019;305000;75014;75114;Appartement;26;1;
27/02/2019;714000;75014;75114;Appartement;75;3;
26/02/2019;330000;75014;75114;Appartement;31;2;
12/02/2019;355000;75014;75114;Appartement;36;2;
13/02/2019;470000;75014;75114;Appartement;48;3;
20/02/2019;215000;75014;75114;Appartement;32;2;
07/03/2019;545000;75014;75114;Appartement;55;3;
04/03/2019;810000;75014;75114;Appartement;72;2;
04/03/2019;810000;75014;75114;Dépendance;;0;
27/02/2019;29000;75014;75114;Dépendance;;0;
25/02/2019;740000;;75114;;;;
25/02/2019;740000;;75114;;;;
26/02/2019;415000;75014;75114;Dépendance;;0;
26/02/2019;415000;75014;75114;Appartement;43;2;
19/02/2019;95000;75014;75114;Appartement;10;1;
19/02/2019;25000;75014;75114;Dépendance;;0;
11/03/2019;1920000;75014;75114;Appartement;120;3;
25/02/2019;555000;75014;75114;Appartement;49;3;
05/03/2019;325000;75014;75114;Appartement;28;2;
19/02/2019;30000;75014;75114;Dépendance;;0;
05/03/2019;594500;75014;75114;Appartement;69;3;
05/03/2019;594500;75014;75114;Dépendance;;0;
11/03/2019;28500;75014;75114;Dépendance;;0;
16/02/2019;386000;75014;75114;Appartement;42;2;
13/03/2019;228000;75014;75114;Appartement;39;2;
05/03/2019;568190;75014;75114;Appartement;63;3;
28/02/2019;903000;75014;75114;Appartement;69;3;
28/02/2019;903000;75014;75114;Dépendance;;0;
07/03/2019;35000;75014;75114;Dépendance;;0;
28/02/2019;90000;75014;75114;Appartement;65;2;
20/02/2019;249900;75014;75114;Appartement;30;2;
21/02/2019;150000;75014;75114;Dépendance;;0;
20/02/2019;95000;75014;75114;Appartement;18;1;
26/02/2019;344700;75014;75114;Appartement;32;2;
18/02/2019;685000;75014;75114;Appartement;59;3;
26/02/2019;835000;75014;75114;Appartement;81;4;
28/02/2019;394050;75014;75114;Appartement;45;3;
13/03/2019;290000;75014;75114;Appartement;32;2;
01/03/2019;100000;75014;75114;Appartement;12;1;
22/02/2019;246000;75014;75114;Appartement;25;2;
22/02/2019;192000;75014;75114;Appartement;14;1;
08/03/2019;32000;75014;75114;Dépendance;;0;
01/03/2019;200000;75014;75114;Local industriel. commercial ou assimilé;15;0;
08/03/2019;165000;75014;75114;Appartement;20;1;
22/02/2019;132500;75014;75114;Appartement;14;1;
21/02/2019;20000;75014;75114;Dépendance;;0;
25/02/2019;100000;75014;75114;Dépendance;;0;
21/02/2019;340000;75014;75114;Appartement;33;1;
21/02/2019;360000;75014;75114;Appartement;42;2;
05/03/2019;1810000;75014;75114;Appartement;170;6;
26/02/2019;870000;75014;75114;Appartement;68;3;
26/02/2019;870000;75014;75114;Dépendance;;0;
25/02/2019;399000;75014;75114;Appartement;50;3;
04/03/2019;250000;75014;75114;Dépendance;;0;
01/03/2019;188340;75014;75114;Appartement;22;2;
05/03/2019;498810;75014;75114;Appartement;48;3;
27/02/2019;420000;75014;75114;Appartement;38;3;
01/03/2019;24000;75014;75114;Dépendance;;0;
28/02/2019;885000;75014;75114;Appartement;76;4;
06/03/2019;431520;75014;75114;Local industriel. commercial ou assimilé;60;0;
20/02/2019;387720;75014;75114;Appartement;40;2;
07/03/2019;31000;75014;75114;Dépendance;;0;
12/03/2019;210000;75014;75114;Appartement;20;1;
21/02/2019;450000;75014;75114;Appartement;43;3;
08/03/2019;269240;75014;75114;Appartement;30;2;
22/02/2019;254000;75014;75114;Appartement;25;1;
18/02/2019;349000;75014;75114;Appartement;39;2;
12/03/2019;280000;75014;75114;Appartement;28;1;
22/02/2019;371360;75014;75114;Appartement;30;2;
08/03/2019;730000;;75114;;;;
08/03/2019;730000;;75114;;;;
15/03/2019;270000;75014;75114;Appartement;28;2;
01/03/2019;740000;75014;75114;Appartement;45;2;
01/03/2019;740000;75014;75114;Appartement;37;1;
22/02/2019;16000;75014;75114;Dépendance;;0;
26/02/2019;50000;75014;75114;Dépendance;;0;
26/02/2019;50000;75014;75114;Dépendance;;0;
14/03/2019;857200;75014;75114;Appartement;81;4;
14/03/2019;857200;75014;75114;Dépendance;;0;
27/02/2019;470933;75014;75114;Appartement;50;2;
05/03/2019;347000;75014;75114;Appartement;40;2;
08/03/2019;563000;75014;75114;Dépendance;;0;
08/03/2019;563000;75014;75114;Appartement;76;3;
18/03/2019;266500;75014;75114;Appartement;29;1;
07/03/2019;430000;75014;75114;Appartement;50;2;
19/03/2019;1415000;75014;75114;Appartement;119;5;
15/03/2019;40000;75014;75114;Dépendance;;0;
01/03/2019;2140000;75014;75114;;;;
14/03/2019;530000;75014;75114;Appartement;65;4;
25/02/2019;85000;75014;75114;Dépendance;;0;
15/03/2019;490000;75014;75114;Appartement;54;3;
11/03/2019;108500;75014;75114;Appartement;20;1;
21/03/2019;115000;75014;75114;Appartement;11;1;
15/03/2019;345000;75014;75114;Appartement;52;2;
27/02/2019;5000;75014;75114;Appartement;36;2;
27/02/2019;5000;75014;75114;Appartement;36;2;
21/03/2019;284200;75014;75114;Appartement;25;1;
15/03/2019;800000;75014;75114;Appartement;87;3;
18/03/2019;1457000;75014;75114;Maison;100;4;78
18/03/2019;1457000;75014;75114;;;;19
22/03/2019;1480300;75014;75114;Maison;119;5;
18/03/2019;1170000;75014;75114;Appartement;102;3;
18/03/2019;1170000;75014;75114;Dépendance;;0;
08/03/2019;400000;75014;75114;Appartement;51;2;
07/03/2019;229525;75014;75114;Appartement;32;2;
13/03/2019;150000;75014;75114;Appartement;24;1;
18/03/2019;992000;75014;75114;Appartement;89;5;
18/03/2019;250000;75014;75114;Appartement;24;1;
26/02/2019;370000;75014;75114;Appartement;41;2;
05/03/2019;272300;75014;75114;Appartement;30;2;
28/02/2019;537000;75014;75114;Dépendance;;;
28/02/2019;537000;75014;75114;Appartement;32;1;
28/02/2019;537000;75014;75114;Dépendance;;0;
11/03/2019;1200000;75014;75114;Maison;96;5;68
14/03/2019;850000;75014;75114;Appartement;85;3;
08/03/2019;15000;75014;75114;Dépendance;;0;
12/03/2019;423000;75014;75114;Appartement;44;2;
19/03/2019;432000;75014;75114;Appartement;39;2;
15/03/2019;365000;75014;75114;Appartement;37;1;
15/03/2019;416000;75014;75114;Appartement;45;3;
22/03/2019;671000;75014;75114;Appartement;59;2;
13/03/2019;25000;75014;75114;Dépendance;;0;
14/03/2019;215000;75014;75114;Appartement;24;2;
21/03/2019;700000;75014;75114;Appartement;58;3;
26/03/2019;150000;75014;75114;Appartement;20;1;
19/03/2019;435000;75014;75114;Appartement;41;2;
05/03/2019;10000;75014;75114;Dépendance;;0;
22/03/2019;1525400;75014;75114;Appartement;21;2;
22/03/2019;1525400;75014;75114;Appartement;153;6;
15/03/2019;305000;;75114;;;;
09/03/2019;25000;75014;75114;Dépendance;;0;
18/03/2019;254500;75014;75114;Appartement;27;1;
12/03/2019;276632;75014;75114;Appartement;25;2;
14/03/2019;85000;75014;75114;Appartement;15;1;
22/03/2019;505000;75014;75114;Appartement;57;3;
19/03/2019;277650;75014;75114;Appartement;30;1;
08/03/2019;405000;75014;75114;Appartement;42;3;
05/03/2019;24000;75014;75114;Dépendance;;0;
13/03/2019;230000;75014;75114;Local industriel. commercial ou assimilé;29;0;
26/03/2019;1570000;75014;75114;Appartement;150;4;
