date_mutation;valeur_fonciere;code_postal;code_commune;type_local;surface_reelle_bati;nombre_pieces_principales;surface_terrain
04/01/2019;1196000;75001;75101;Appartement;112;3;
03/01/2019;1570490;75003;75103;Appartement;104;3;
03/01/2019;1570490;75003;75103;Dépendance;;0;
08/01/2019;100000;75008;75108;Dépendance;;0;
03/01/2019;5400;75003;75103;Appartement;21;1;
10/01/2019;230000;75003;75103;Appartement;26;1;
04/01/2019;47500;75003;75103;Dépendance;;0;
05/01/2019;955750;75008;75108;Appartement;80;3;
07/01/2019;506800;75003;75103;Appartement;45;2;
07/01/2019;565950;75008;75108;Appartement;55;3;
07/01/2019;565950;75008;75108;Dépendance;;0;
09/01/2019;582000;75003;75103;Appartement;41;2;
09/01/2019;200000;75008;75108;Appartement;28;1;
08/01/2019;2638500;75008;75108;Appartement;260;8;
07/01/2019;1935600;75001;75101;Appartement;66;2;
08/01/2019;90000;75001;75101;Dépendance;;0;
09/01/2019;209000;75001;75101;Appartement;19;1;
07/01/2019;300000;75003;75103;Appartement;28;1;
11/01/2019;43000;75001;75101;Dépendance;;0;
11/01/2019;752400;75001;75101;Appartement;75;3;
10/01/2019;124000;75008;75108;Appartement;13;1;
11/01/2019;530000;75001;75101;Appartement;46;2;
04/01/2019;1200000;75008;75108;Appartement;117;4;
17/01/2019;390000;75008;75108;Local industriel. commercial ou assimilé;81;0;
14/01/2019;755000;75003;75103;Appartement;58;2;
10/01/2019;170250;75003;75103;Appartement;15;1;
11/01/2019;165000;75003;75103;Appartement;10;1;
03/01/2019;400000;75008;75108;Local industriel. commercial ou assimilé;33;0;
07/01/2019;2400000;75008;75108;Appartement;227;7;
07/01/2019;2400000;75008;75108;Appartement;115;3;
21/01/2019;40000;75008;75108;Dépendance;;0;
04/01/2019;130000;75003;75103;Appartement;9;1;
14/01/2019;755000;75003;75103;Appartement;57;2;
15/01/2019;2700000;75008;75108;Appartement;210;7;
18/01/2019;5000;75008;75108;Local industriel. commercial ou assimilé;104;0;
10/01/2019;537600;75003;75103;Appartement;50;2;
04/01/2019;190000;75008;75108;Dépendance;;0;
04/01/2019;190000;75008;75108;Appartement;25;1;
09/01/2019;2000000;75003;75103;Appartement;146;5;
07/01/2019;670000;75003;75103;Appartement;60;1;
09/01/2019;187000;75008;75108;Appartement;15;2;
08/01/2019;955000;75008;75108;Appartement;95;4;
10/01/2019;528000;75001;75101;Appartement;45;2;
02/01/2019;118000;75008;75108;Appartement;14;1;
17/01/2019;45000;75003;75103;Dépendance;;0;
15/01/2019;1550000;75008;75108;Dépendance;;0;
15/01/2019;1550000;75008;75108;Appartement;18;2;
15/01/2019;1550000;75008;75108;Appartement;115;5;
07/01/2019;500000;75008;75108;Appartement;41;2;
04/01/2019;1975000;75001;75101;Appartement;187;6;
14/01/2019;35000;75008;75108;Dépendance;;0;
14/01/2019;10500;75003;75103;Dépendance;;0;
15/01/2019;55000;75008;75108;Dépendance;;0;
07/01/2019;1800000;75003;75103;Appartement;145;5;
17/01/2019;560000;75003;75103;Appartement;45;2;
15/01/2019;6500000;75008;75108;Local industriel. commercial ou assimilé;13;0;
15/01/2019;6500000;75008;75108;Local industriel. commercial ou assimilé;526;0;
15/01/2019;6500000;75008;75108;Local industriel. commercial ou assimilé;13;0;
21/01/2019;400000;75008;75108;Appartement;36;2;
16/01/2019;1800000;75008;75108;Dépendance;;0;
16/01/2019;1800000;75008;75108;Appartement;172;4;
04/01/2019;750000;75003;75103;Appartement;88;4;
14/01/2019;1150000;75001;75101;Local industriel. commercial ou assimilé;100;0;
03/01/2019;1595000;75003;75103;Dépendance;;0;
03/01/2019;1595000;75003;75103;Appartement;77;4;
03/01/2019;1595000;75003;75103;Local industriel. commercial ou assimilé;15;0;
08/01/2019;914000;75003;75103;Local industriel. commercial ou assimilé;103;0;
24/01/2019;675000;75008;75108;Appartement;64;3;
18/01/2019;2350000;75008;75108;Appartement;217;7;
18/01/2019;2350000;75008;75108;Dépendance;;0;
21/01/2019;1028700;75008;75108;Appartement;90;3;
11/01/2019;1912417;75008;75108;Appartement;120;3;
16/01/2019;300000;75001;75101;Appartement;19;2;
08/01/2019;724000;75003;75103;Appartement;51;2;
11/01/2019;545000;75001;75101;Appartement;29;2;
10/01/2019;940000;75003;75103;Local industriel. commercial ou assimilé;100;0;
10/01/2019;820000;75008;75108;Appartement;78;3;
24/01/2019;80000;75008;75108;Dépendance;;0;
16/01/2019;1240000;75003;75103;Appartement;12;1;
16/01/2019;1240000;75003;75103;Appartement;67;3;
15/01/2019;7800000;75001;75101;Appartement;25;1;424
15/01/2019;7800000;75001;75101;Appartement;21;1;424
15/01/2019;7800000;75001;75101;Appartement;23;1;424
15/01/2019;7800000;75001;75101;Appartement;26;1;424
15/01/2019;7800000;75001;75101;Appartement;24;1;424
15/01/2019;7800000;75001;75101;Appartement;26;1;424
15/01/2019;7800000;75001;75101;Appartement;28;1;424
15/01/2019;7800000;75001;75101;Appartement;25;1;424
15/01/2019;7800000;75001;75101;Appartement;21;1;424
15/01/2019;7800000;75001;75101;Appartement;16;1;424
15/01/2019;7800000;75001;75101;Appartement;24;1;424
15/01/2019;7800000;75001;75101;Appartement;26;1;424
15/01/2019;7800000;75001;75101;Appartement;20;1;424
15/01/2019;7800000;75001;75101;Appartement;29;1;424
15/01/2019;7800000;75001;75101;Appartement;22;1;424
15/01/2019;7800000;75001;75101;Appartement;25;1;424
15/01/2019;7800000;75001;75101;Appartement;24;1;424
15/01/2019;7800000;75001;75101;Appartement;33;1;424
15/01/2019;7800000;75001;75101;Appartement;26;1;424
15/01/2019;7800000;75001;75101;Appartement;25;1;424
15/01/2019;7800000;75001;75101;Appartement;21;1;424
15/01/2019;7800000;75001;75101;Appartement;16;1;424
15/01/2019;7800000;75001;75101;Appartement;16;1;424
15/01/2019;7800000;75001;75101;Appartement;25;1;424
15/01/2019;7800000;75001;75101;Appartement;25;1;424
15/01/2019;7800000;75001;75101;Appartement;24;1;424
15/01/2019;7800000;75001;75101;Appartement;20;1;424
15/01/2019;7800000;75001;75101;Appartement;25;1;424
15/01/2019;7800000;75001;75101;Appartement;25;1;424
15/01/2019;7800000;75001;75101;Appartement;25;1;424
15/01/2019;7800000;75001;75101;Appartement;16;1;424
15/01/2019;7800000;75001;75101;Appartement;16;1;424
15/01/2019;7800000;75001;75101;Appartement;20;1;424
15/01/2019;7800000;75001;75101;Local industriel. commercial ou assimilé;212;0;424
15/01/2019;7800000;75001;75101;Appartement;28;1;424
15/01/2019;7800000;75001;75101;Appartement;21;1;424
21/01/2019;312200;75008;75108;Appartement;31;2;
18/01/2019;515000;75008;75108;Appartement;42;2;
22/01/2019;520000;75001;75101;Local industriel. commercial ou assimilé;45;0;
14/01/2019;400000;75001;75101;Appartement;40;2;
03/01/2019;270750;75001;75101;Appartement;24;1;
10/01/2019;595000;75003;75103;Appartement;53;2;
24/01/2019;342000;75003;75103;Appartement;37;2;
10/01/2019;203000;75008;75108;Appartement;12;1;
14/01/2019;1134000;75003;75103;Appartement;97;4;
18/01/2019;65000;75008;75108;Appartement;18;1;
23/01/2019;74000;75008;75108;Local industriel. commercial ou assimilé;10;0;
23/01/2019;74000;75008;75108;Dépendance;;0;
11/01/2019;2400000;75008;75108;Dépendance;;0;
11/01/2019;2400000;75008;75108;Dépendance;;0;
11/01/2019;2400000;75008;75108;Appartement;68;1;
11/01/2019;2625000;75008;75108;Local industriel. commercial ou assimilé;220;0;
11/01/2019;400000;75003;75103;Local industriel. commercial ou assimilé;47;0;
14/01/2019;830000;75003;75103;Local industriel. commercial ou assimilé;105;0;
03/01/2019;353000;75008;75108;Appartement;33;1;
24/01/2019;190000;75001;75101;Appartement;6;1;
24/01/2019;190000;75001;75101;Appartement;15;1;
29/01/2019;737400;75003;75103;Appartement;49;2;
28/01/2019;3000;75003;75103;Local industriel. commercial ou assimilé;58;0;
23/01/2019;205000;75008;75108;Appartement;23;1;
14/01/2019;120000;75008;75108;Dépendance;;0;
14/01/2019;120000;75008;75108;Local industriel. commercial ou assimilé;20;0;
18/01/2019;800000;75008;75108;Local industriel. commercial ou assimilé;40;0;
10/01/2019;540000;75008;75108;Appartement;47;2;
11/01/2019;345000;75001;75101;Appartement;32;2;
24/01/2019;1150000;75008;75108;Local industriel. commercial ou assimilé;80;0;
07/01/2019;425000;75003;75103;Appartement;30;2;
10/01/2019;350000;75001;75101;Local industriel. commercial ou assimilé;35;0;
10/01/2019;15000;75001;75101;Local industriel. commercial ou assimilé;572;0;
23/01/2019;85000;75001;75101;Appartement;10;1;
24/01/2019;735000;75003;75103;Appartement;51;2;
18/01/2019;159000;75008;75108;Dépendance;;0;
18/01/2019;159000;75008;75108;Appartement;12;1;
14/01/2019;195000;75008;75108;Appartement;21;1;
10/01/2019;3000000;75003;75103;Local industriel. commercial ou assimilé;210;0;
10/01/2019;3000000;75003;75103;Appartement;43;2;
21/01/2019;1548050;75003;75103;Appartement;134;4;
25/01/2019;425000;75003;75103;Appartement;33;2;
18/01/2019;175000;75003;75103;Appartement;13;1;
24/01/2019;1740000;75008;75108;Dépendance;;0;
24/01/2019;1740000;75008;75108;Appartement;142;6;
18/01/2019;253800;75003;75103;Appartement;31;1;
28/01/2019;1650000;75003;75103;Appartement;170;2;
21/01/2019;1570000;75008;75108;Appartement;100;4;
21/01/2019;724500;75003;75103;Dépendance;;0;
21/01/2019;724500;75003;75103;Appartement;44;2;
21/01/2019;724500;75003;75103;Dépendance;;0;
21/01/2019;724500;75003;75103;Appartement;149;5;
21/01/2019;724500;75003;75103;Appartement;32;2;
18/01/2019;750000;75003;75103;Local industriel. commercial ou assimilé;33;0;
10/01/2019;10000;75003;75103;Local industriel. commercial ou assimilé;12;0;
23/01/2019;853370;75001;75101;Appartement;70;2;
10/01/2019;275000;75008;75108;Appartement;25;2;
15/01/2019;455000;75003;75103;Appartement;33;1;
29/01/2019;300000;75001;75101;Appartement;27;1;
16/01/2019;235000;75003;75103;Appartement;28;1;
11/01/2019;590000;75008;75108;Appartement;51;3;
22/01/2019;312500;75003;75103;Appartement;27;2;
21/01/2019;820000;75003;75103;Appartement;57;2;
29/01/2019;233000;75003;75103;Appartement;22;1;
11/01/2019;449050;75003;75103;Local industriel. commercial ou assimilé;60;0;
21/01/2019;1500;75008;75108;Local industriel. commercial ou assimilé;57;0;
21/01/2019;1661000;75008;75108;Appartement;100;4;
21/01/2019;1661000;75008;75108;Local industriel. commercial ou assimilé;30;0;
28/01/2019;37500;75008;75108;Local industriel. commercial ou assimilé;10;0;
25/01/2019;350000;75003;75103;Appartement;30;2;
15/01/2019;1050000;75001;75101;Appartement;37;2;
15/01/2019;1050000;75001;75101;Appartement;46;2;
22/01/2019;570000;75008;75108;Appartement;53;2;
10/01/2019;24000;75008;75108;Dépendance;;0;
29/01/2019;100000;75008;75108;Appartement;16;1;
25/01/2019;300800;75008;75108;Appartement;27;2;
24/01/2019;1160000;75008;75108;Appartement;92;4;
24/01/2019;1160000;75008;75108;Appartement;98;4;
09/01/2019;1290000;75008;75108;Dépendance;;0;
09/01/2019;1290000;75008;75108;Appartement;90;3;
31/01/2019;590000;75003;75103;Appartement;60;3;
25/01/2019;1071100;75003;75103;Appartement;57;2;
04/02/2019;274000;75003;75103;Appartement;22;1;
31/01/2019;1493350;75008;75108;Appartement;130;5;
17/01/2019;480000;75008;75108;Dépendance;;0;
17/01/2019;480000;75008;75108;Appartement;47;2;
02/02/2019;500000;75008;75108;Appartement;82;4;
04/02/2019;1314518;75008;75108;Dépendance;;0;
04/02/2019;1314518;75008;75108;Appartement;133;6;
04/02/2019;1314518;75008;75108;Dépendance;;0;
15/01/2019;4150000;75001;75101;Local industriel. commercial ou assimilé;65;0;
14/01/2019;272450;75003;75103;Local industriel. commercial ou assimilé;240;0;
08/01/2019;340000;75008;75108;Appartement;29;2;
31/01/2019;320000;75001;75101;Local industriel. commercial ou assimilé;25;0;
01/02/2019;274285;75001;75101;Appartement;20;2;
25/01/2019;2700000;75008;75108;Appartement;190;6;
25/01/2019;4100000;75008;75108;Appartement;246;3;
25/01/2019;4100000;75008;75108;Appartement;24;1;
25/01/2019;4100000;75008;75108;Appartement;75;2;
24/01/2019;139986;75003;75103;Appartement;26;2;
30/01/2019;610000;75008;75108;Appartement;70;2;
16/01/2019;14500;75008;75108;Dépendance;;0;
16/01/2019;14500;75008;75108;Dépendance;;0;
16/01/2019;14500;75008;75108;Dépendance;;0;
21/01/2019;4525500;75003;75103;Dépendance;;0;
21/01/2019;4525500;75003;75103;Appartement;32;2;
21/01/2019;4525500;75003;75103;Appartement;44;2;
21/01/2019;4525500;75003;75103;Dépendance;;0;
21/01/2019;4525500;75003;75103;Appartement;149;5;
11/01/2019;2643500;75008;75108;Dépendance;;0;
11/01/2019;2643500;75008;75108;Dépendance;;0;
11/01/2019;2643500;75008;75108;Appartement;230;6;
25/01/2019;51500000;75003;75103;;;;1383
07/01/2019;190000;75003;75103;Local industriel. commercial ou assimilé;19;0;
31/01/2019;300000;75008;75108;Local industriel. commercial ou assimilé;17;0;
25/01/2019;45000;75008;75108;Dépendance;;0;
15/01/2019;5000000;75008;75108;Local industriel. commercial ou assimilé;346;0;
07/01/2019;563630;75008;75108;Appartement;45;2;
31/01/2019;415000;75001;75101;Appartement;49;2;
04/02/2019;100000;75008;75108;Dépendance;;0;
23/01/2019;342800;75001;75101;Appartement;26;2;
23/01/2019;178000;75003;75103;Appartement;45;1;
30/01/2019;211200;75001;75101;Appartement;20;1;
28/01/2019;450000;75003;75103;Local industriel. commercial ou assimilé;11;0;
28/01/2019;450000;75003;75103;Local industriel. commercial ou assimilé;75;0;
24/01/2019;39000;75008;75108;Dépendance;;0;
23/01/2019;320550;75003;75103;Appartement;109;4;
06/02/2019;107620;75008;75108;Dépendance;;0;
06/02/2019;107620;75008;75108;Dépendance;;0;
11/01/2019;360000;75001;75101;Appartement;72;3;
11/01/2019;360000;75001;75101;Appartement;24;2;
15/01/2019;193000;75003;75103;Appartement;22;1;
17/01/2019;365000;75003;75103;Appartement;38;2;
31/01/2019;847620;75008;75108;Appartement;75;3;
31/01/2019;294800;75008;75108;Dépendance;;0;
06/02/2019;2300000;75008;75108;Dépendance;;0;
06/02/2019;2300000;75008;75108;Appartement;210;7;
06/02/2019;2300000;75008;75108;Dépendance;;0;
05/02/2019;1220000;75008;75108;Dépendance;;0;
05/02/2019;1220000;75008;75108;Appartement;101;4;
31/01/2019;1050000;75008;75108;Appartement;57;3;
31/01/2019;1050000;75008;75108;Appartement;92;4;
25/01/2019;230000;75001;75101;Appartement;35;2;
25/01/2019;33000;75001;75101;Dépendance;;0;
10/01/2019;250000;75003;75103;Appartement;23;1;
17/01/2019;3000;75003;75103;Dépendance;;0;
30/01/2019;1000;75003;75103;Dépendance;;0;
17/01/2019;2000;75003;75103;Dépendance;;0;
29/01/2019;2500;75003;75103;Dépendance;;0;
04/02/2019;308000;75001;75101;Appartement;25;1;
14/01/2019;174000;75008;75108;Appartement;9;1;
22/01/2019;224000;75003;75103;Local industriel. commercial ou assimilé;17;0;
22/01/2019;224000;75003;75103;Local industriel. commercial ou assimilé;84;0;
01/02/2019;572675;75008;75108;Appartement;39;2;
07/02/2019;724000;75003;75103;Appartement;68;2;
06/02/2019;2000;75003;75103;Dépendance;;0;
06/02/2019;129500;75003;75103;Appartement;7;1;
28/01/2019;130000;75001;75101;Appartement;14;1;
15/01/2019;300000;75003;75103;Appartement;27;3;
25/01/2019;280000;75003;75103;Appartement;38;3;
28/01/2019;32000;75001;75101;Dépendance;;0;
29/01/2019;120000;75008;75108;Appartement;15;1;
01/02/2019;771400;75003;75103;Appartement;48;2;
29/01/2019;250000;75008;75108;Appartement;28;1;
01/02/2019;110000;75001;75101;Appartement;11;1;
30/01/2019;278000;75008;75108;Local industriel. commercial ou assimilé;30;0;
06/02/2019;370000;75008;75108;Appartement;30;1;
08/02/2019;1680000;75003;75103;Appartement;88;4;
01/02/2019;1786330;75008;75108;Appartement;112;3;
01/02/2019;1786330;75008;75108;Dépendance;;0;
24/01/2019;600000;75003;75103;Local industriel. commercial ou assimilé;25;0;
24/01/2019;600000;75003;75103;Local industriel. commercial ou assimilé;73;0;
06/02/2019;380000;75001;75101;Appartement;28;3;
18/01/2019;513600;75008;75108;Appartement;46;2;
31/01/2019;45000;75003;75103;Dépendance;;0;
12/02/2019;1200000;75001;75101;Appartement;101;3;
21/01/2019;;75001;75101;Appartement;24;1;424
21/01/2019;;75001;75101;Local industriel. commercial ou assimilé;212;0;424
21/01/2019;;75001;75101;Appartement;16;1;424
21/01/2019;;75001;75101;Appartement;25;1;424
21/01/2019;;75001;75101;Appartement;16;1;424
21/01/2019;;75001;75101;Appartement;25;1;424
21/01/2019;;75001;75101;Appartement;24;1;424
21/01/2019;;75001;75101;Appartement;25;1;424
21/01/2019;;75001;75101;Appartement;29;1;424
21/01/2019;;75001;75101;Appartement;23;1;424
21/01/2019;;75001;75101;Appartement;25;1;424
21/01/2019;;75001;75101;Appartement;20;1;424
21/01/2019;;75001;75101;Appartement;26;1;424
21/01/2019;;75001;75101;Appartement;25;1;424
21/01/2019;;75001;75101;Appartement;25;1;424
21/01/2019;;75001;75101;Appartement;21;1;424
21/01/2019;;75001;75101;Appartement;28;1;424
21/01/2019;;75001;75101;Appartement;16;1;424
21/01/2019;;75001;75101;Appartement;33;1;424
21/01/2019;;75001;75101;Appartement;26;1;424
21/01/2019;;75001;75101;Appartement;28;1;424
21/01/2019;;75001;75101;Appartement;21;1;424
21/01/2019;;75001;75101;Appartement;25;1;424
21/01/2019;;75001;75101;Appartement;20;1;424
21/01/2019;;75001;75101;Appartement;26;1;424
21/01/2019;;75001;75101;Appartement;16;1;424
21/01/2019;;75001;75101;Appartement;22;1;424
21/01/2019;;75001;75101;Appartement;26;1;424
21/01/2019;;75001;75101;Appartement;21;1;424
21/01/2019;;75001;75101;Appartement;20;1;424
21/01/2019;;75001;75101;Appartement;21;1;424
21/01/2019;;75001;75101;Appartement;25;1;424
21/01/2019;;75001;75101;Appartement;16;1;424
21/01/2019;;75001;75101;Appartement;25;1;424
21/01/2019;;75001;75101;Appartement;24;1;424
21/01/2019;;75001;75101;Appartement;24;1;424
06/02/2019;613000;75008;75108;Appartement;69;4;
01/02/2019;250000;75001;75101;Appartement;21;1;
06/02/2019;200;75008;75108;Dépendance;;0;
14/01/2019;1451000;75008;75108;Appartement;140;3;
14/01/2019;1451000;75008;75108;Dépendance;;0;
08/02/2019;270000;75001;75101;Appartement;18;1;
24/01/2019;695000;75003;75103;Appartement;73;2;
06/02/2019;300000;75008;75108;Appartement;31;2;
24/01/2019;6000;75008;75108;Appartement;171;6;
24/01/2019;2290000;75008;75108;Appartement;171;6;
28/01/2019;75000;75008;75108;Dépendance;;0;
07/02/2019;291400;75003;75103;Appartement;23;1;
01/02/2019;492500;75008;75108;Local industriel. commercial ou assimilé;52;0;
15/01/2019;257000;75008;75108;Appartement;22;1;
21/01/2019;235100;75003;75103;Appartement;23;1;
12/02/2019;465600;75001;75101;Local industriel. commercial ou assimilé;159;0;
31/01/2019;3400000;75008;75108;Local industriel. commercial ou assimilé;100;0;128
31/01/2019;3400000;75008;75108;Local industriel. commercial ou assimilé;464;0;128
31/01/2019;3400000;75008;75108;Local industriel. commercial ou assimilé;464;0;128
31/01/2019;3400000;75008;75108;Local industriel. commercial ou assimilé;17;0;128
24/01/2019;240000;75008;75108;Appartement;18;1;
29/01/2019;16500;75003;75103;Local industriel. commercial ou assimilé;12;0;
31/01/2019;1070000;75008;75108;Dépendance;;0;
31/01/2019;1070000;75008;75108;Appartement;100;3;
24/01/2019;120000;75008;75108;Appartement;13;1;
30/01/2019;606000;75003;75103;Appartement;56;3;
21/01/2019;3110000;75008;75108;Appartement;45;2;
21/01/2019;3110000;75008;75108;Appartement;190;5;
14/02/2019;729450;75008;75108;Appartement;57;3;
04/02/2019;480000;75003;75103;Appartement;34;2;
04/02/2019;445000;75003;75103;Appartement;33;2;
01/02/2019;415000;75003;75103;Appartement;37;2;
11/02/2019;634100;75003;75103;Appartement;47;3;
16/01/2019;1090000;75003;75103;Local industriel. commercial ou assimilé;140;0;
15/02/2019;180000;75008;75108;Dépendance;;0;
12/02/2019;1508000;75001;75101;Local industriel. commercial ou assimilé;150;0;
01/02/2019;280225;75008;75108;Appartement;35;2;
14/02/2019;245280;75003;75103;Appartement;25;2;
05/02/2019;1152000;75001;75101;Appartement;80;4;
31/01/2019;1965000;75008;75108;Local industriel. commercial ou assimilé;150;0;
18/01/2019;840000;75003;75103;Appartement;70;2;
14/02/2019;1569200;75008;75108;Appartement;107;3;
31/01/2019;1141350;75001;75101;Appartement;90;3;
21/01/2019;580000;75008;75108;Local industriel. commercial ou assimilé;48;0;
01/02/2019;175000;75001;75101;Appartement;12;1;
29/01/2019;503623;75008;75108;Appartement;48;3;
14/02/2019;600200;75001;75101;Appartement;40;3;
28/01/2019;1174900;75003;75103;Appartement;80;3;
28/01/2019;900000;75001;75101;Local industriel. commercial ou assimilé;71;0;
28/01/2019;900000;75001;75101;Appartement;30;2;
12/02/2019;31000;75008;75108;Dépendance;;0;
07/02/2019;275000;75001;75101;Appartement;38;1;
14/02/2019;780510;75008;75108;Appartement;66;3;
11/02/2019;3750000;75008;75108;Local industriel. commercial ou assimilé;315;0;
11/02/2019;3750000;75008;75108;Dépendance;;0;
11/02/2019;3750000;75008;75108;Local industriel. commercial ou assimilé;478;0;
13/02/2019;20000;75008;75108;Appartement;193;5;
01/02/2019;952380;75001;75101;Appartement;67;3;
12/02/2019;370000;75008;75108;Appartement;34;2;
06/02/2019;207160;75008;75108;Appartement;24;1;
06/02/2019;1171400;75008;75108;Appartement;92;4;
08/02/2019;776700;75008;75108;Appartement;66;2;
28/01/2019;2000;75008;75108;Dépendance;;0;
13/02/2019;139000;75003;75103;Appartement;87;3;
23/01/2019;2300000;75008;75108;Dépendance;;0;
23/01/2019;2300000;75008;75108;Appartement;141;4;
25/01/2019;765000;75003;75103;Appartement;61;2;
13/02/2019;360000;75008;75108;Appartement;32;1;
23/01/2019;58000000;75008;75108;Local industriel. commercial ou assimilé;332;0;574
23/01/2019;58000000;75008;75108;Local industriel. commercial ou assimilé;275;0;574
23/01/2019;58000000;75008;75108;Local industriel. commercial ou assimilé;262;0;574
23/01/2019;58000000;75008;75108;Local industriel. commercial ou assimilé;280;0;574
23/01/2019;58000000;75008;75108;Local industriel. commercial ou assimilé;82;0;574
23/01/2019;58000000;75008;75108;Local industriel. commercial ou assimilé;280;0;574
23/01/2019;58000000;75008;75108;Local industriel. commercial ou assimilé;262;0;574
23/01/2019;58000000;75008;75108;Local industriel. commercial ou assimilé;331;0;574
23/01/2019;58000000;75008;75108;Local industriel. commercial ou assimilé;204;0;593
23/01/2019;58000000;75008;75108;Local industriel. commercial ou assimilé;299;0;593
23/01/2019;58000000;75008;75108;Local industriel. commercial ou assimilé;183;0;593
23/01/2019;58000000;75008;75108;Local industriel. commercial ou assimilé;421;0;593
23/01/2019;58000000;75008;75108;Local industriel. commercial ou assimilé;397;0;593
23/01/2019;58000000;75008;75108;Local industriel. commercial ou assimilé;395;0;593
23/01/2019;58000000;75008;75108;Local industriel. commercial ou assimilé;426;0;593
23/01/2019;58000000;75008;75108;Local industriel. commercial ou assimilé;362;0;593
23/01/2019;58000000;75008;75108;Local industriel. commercial ou assimilé;50;0;593
13/02/2019;6900;75003;75103;Appartement;28;1;
07/02/2019;2235300;75008;75108;Appartement;140;7;
08/02/2019;450000;75003;75103;Appartement;34;2;
07/02/2019;121000000;75008;75108;Local industriel. commercial ou assimilé;60;0;813
07/02/2019;121000000;75008;75108;Local industriel. commercial ou assimilé;183;0;813
07/02/2019;121000000;75008;75108;Local industriel. commercial ou assimilé;161;0;813
07/02/2019;121000000;75008;75108;Dépendance;;0;813
07/02/2019;121000000;75008;75108;Appartement;12;1;813
07/02/2019;121000000;75008;75108;Appartement;26;2;813
07/02/2019;121000000;75008;75108;Local industriel. commercial ou assimilé;405;0;813
07/02/2019;121000000;75008;75108;Local industriel. commercial ou assimilé;193;0;813
07/02/2019;121000000;75008;75108;Dépendance;;0;813
07/02/2019;121000000;75008;75108;Local industriel. commercial ou assimilé;403;0;813
07/02/2019;121000000;75008;75108;Local industriel. commercial ou assimilé;343;0;813
07/02/2019;121000000;75008;75108;Local industriel. commercial ou assimilé;351;0;813
07/02/2019;121000000;75008;75108;Local industriel. commercial ou assimilé;346;0;813
07/02/2019;121000000;75008;75108;Appartement;226;6;813
07/02/2019;121000000;75008;75108;Dépendance;;0;813
07/02/2019;121000000;75008;75108;Local industriel. commercial ou assimilé;34;0;813
07/02/2019;121000000;75008;75108;Local industriel. commercial ou assimilé;11;0;813
07/02/2019;121000000;75008;75108;Appartement;190;5;813
07/02/2019;121000000;75008;75108;Local industriel. commercial ou assimilé;537;0;813
07/02/2019;121000000;75008;75108;Appartement;20;1;813
07/02/2019;121000000;75008;75108;Local industriel. commercial ou assimilé;544;0;813
15/02/2019;393000;75001;75101;Appartement;36;1;
15/02/2019;1000000;75003;75103;Appartement;100;4;
28/01/2019;4990000;75008;75108;Dépendance;;0;
28/01/2019;4990000;75008;75108;Maison;410;7;109
31/01/2019;300000;75003;75103;Appartement;32;2;
28/01/2019;448000;75008;75108;Appartement;47;3;
11/02/2019;1250000;75008;75108;Appartement;99;4;
14/02/2019;955000;75008;75108;Appartement;76;3;
25/01/2019;525000;75008;75108;Appartement;45;2;
19/02/2019;;75008;75108;Appartement;106;2;
01/02/2019;43250;75003;75103;Dépendance;;0;
15/02/2019;60000;75008;75108;Dépendance;;0;
13/02/2019;4000;75003;75103;Appartement;36;1;
08/02/2019;880000;75008;75108;Appartement;81;3;
28/01/2019;700000;75001;75101;Local industriel. commercial ou assimilé;27;0;
28/01/2019;700000;75001;75101;Local industriel. commercial ou assimilé;76;0;
06/02/2019;309320;75001;75101;Appartement;21;1;
06/02/2019;8000;75001;75101;Local industriel. commercial ou assimilé;10;0;
15/02/2019;545000;75008;75108;Appartement;39;3;
07/02/2019;430000;75008;75108;Appartement;40;2;
15/02/2019;1600000;75003;75103;Dépendance;;0;
15/02/2019;1600000;75003;75103;Local industriel. commercial ou assimilé;80;0;
19/02/2019;2126000;75008;75108;Dépendance;;0;
19/02/2019;2126000;75008;75108;Appartement;179;6;
19/02/2019;2126000;75008;75108;Dépendance;;0;
05/02/2019;751440;75008;75108;Appartement;50;2;
25/02/2019;55000;75008;75108;Dépendance;;0;
15/02/2019;300000;75003;75103;Appartement;45;2;
21/02/2019;185250;75008;75108;Appartement;14;1;
04/02/2019;607500;75003;75103;Appartement;22;2;
21/02/2019;300000;75001;75101;Appartement;28;2;
01/02/2019;;75008;75108;Appartement;65;2;
01/02/2019;;75008;75108;Appartement;53;2;
18/02/2019;660150;75003;75103;Appartement;55;3;
01/02/2019;1625000;75008;75108;Appartement;150;5;
01/02/2019;1625000;75008;75108;Dépendance;;0;
01/02/2019;1625000;75008;75108;Dépendance;;0;
13/02/2019;1760000;75008;75108;Appartement;168;6;
14/02/2019;2000;75003;75103;Appartement;41;2;
01/02/2019;1500000;75008;75108;Local industriel. commercial ou assimilé;89;0;
01/02/2019;1500000;75008;75108;Local industriel. commercial ou assimilé;91;0;
13/02/2019;250000;75003;75103;Local industriel. commercial ou assimilé;91;0;
25/02/2019;45400;75008;75108;Dépendance;;0;
19/02/2019;2700000;75008;75108;Appartement;125;4;
29/01/2019;550000;75003;75103;Appartement;40;2;
20/02/2019;17760000;75008;75108;Local industriel. commercial ou assimilé;346;0;336
20/02/2019;17760000;75008;75108;Local industriel. commercial ou assimilé;324;0;336
20/02/2019;17760000;75008;75108;Local industriel. commercial ou assimilé;324;0;336
