date_mutation;valeur_fonciere;code_postal;code_type_local;type_local;surface_reelle_bati;nombre_pieces_principales;surface_terrain;latitude;longitude
05/02/2019;1059500;75017;2;Appartement;80;4;;48.881871;2.286521
18/01/2019;160000;75017;2;Appartement;26;2;;48.893082;2.321908
06/02/2019;395000;75017;2;Appartement;27;2;;48.880921;2.294377
25/01/2019;280000;75017;2;Appartement;32;2;;48.894657;2.321663
06/02/2019;60000;75017;3;Dependance;;0;;48.882315;2.299465
06/02/2019;60000;75017;3;Dependance;;0;;48.882315;2.299465
21/01/2019;2200000;75017;2;Appartement;174;6;;48.876614;2.295005
21/01/2019;2200000;75017;3;Dependance;;0;;48.876614;2.295005
21/01/2019;2200000;75017;3;Dependance;;0;;48.876614;2.295005
11/02/2019;346985;75017;2;Appartement;72;2;;48.888164;2.301209
30/01/2019;377650;75017;2;Appartement;33;2;;48.881831;2.317393
13/02/2019;670000;75017;2;Appartement;97;4;;48.895009;2.324677
01/02/2019;533000;75017;2;Appartement;58;3;;48.885753;2.325643
01/02/2019;654225;75017;2;Appartement;60;3;;48.883586;2.325357
25/01/2019;81000;75017;3;Dependance;;0;;48.885401;2.306356
12/02/2019;110000;75017;2;Appartement;11;1;;48.887469;2.312085
12/02/2019;455300;75017;2;Appartement;40;2;;48.886697;2.291886
15/02/2019;260650;75017;2;Appartement;25;1;;48.88141;2.293894
25/01/2019;247000;75017;2;Appartement;30;1;;48.886056;2.291215
23/01/2019;380000;75017;2;Appartement;36;2;;48.889145;2.305732
06/02/2019;2287600;75017;2;Appartement;188;5;;48.882315;2.299465
22/01/2019;580000;75017;4;Local_indu_com_ou_assimile;60;0;;48.877484;2.28975
14/02/2019;250000;75017;3;Dependance;;0;;48.892741;2.325332
14/02/2019;250000;75017;2;Appartement;31;2;;48.892741;2.325332
30/01/2019;107000;75017;3;Dependance;;0;;48.877921;2.293115
08/02/2019;926350;75017;2;Appartement;72;2;;48.878537;2.292419
07/02/2019;1300000;75017;2;Appartement;103;5;;48.889043;2.318868
07/02/2019;800000;75017;2;Appartement;69;3;;48.889043;2.318868
29/01/2019;63200;75017;2;Appartement;39;1;;48.88606;2.307081
07/02/2019;1118000;75017;4;Local_indu_com_ou_assimile;37;0;;48.886467;2.315513
07/02/2019;1118000;75017;4;Local_indu_com_ou_assimile;174;0;;48.886467;2.315513
07/02/2019;1118000;75017;2;Appartement;94;5;;48.886467;2.315513
07/02/2019;;75017;2;Appartement;103;5;;48.882971;2.315599
07/02/2019;;75017;3;Dependance;;0;;48.882971;2.315599
28/01/2019;406400;75017;2;Appartement;39;1;;48.881869;2.296977
21/01/2019;315000;75017;2;Appartement;30;2;;48.882138;2.297211
18/02/2019;265000;75017;2;Appartement;30;2;;48.885943;2.323589
04/02/2019;2713000;75017;2;Appartement;300;6;;48.884346;2.305082
12/02/2019;1670000;75017;2;Appartement;163;5;;48.886862;2.300282
25/01/2019;50000;75017;3;Dependance;;0;;48.882867;2.305807
25/01/2019;393000;75017;2;Appartement;44;1;;48.89242;2.322863
05/02/2019;;75017;2;Appartement;16;1;;48.882968;2.295974
05/02/2019;;75017;3;Dependance;;0;;48.882968;2.295974
23/01/2019;1000000;75017;4;Local_indu_com_ou_assimile;196;0;;48.881136;2.303988
23/01/2019;1000000;75017;4;Local_indu_com_ou_assimile;140;0;;48.881241;2.303859
04/02/2019;262000;75017;2;Appartement;30;2;;48.887716;2.32464
11/02/2019;37500;75017;2;Appartement;6;1;;48.888731;2.30171
11/02/2019;529500;75017;2;Appartement;53;2;;48.876109;2.290562
08/02/2019;372500;75017;2;Appartement;32;2;;48.885426;2.321524
31/01/2019;170000;75017;2;Appartement;38;2;;48.877105;2.292975
31/01/2019;389230;75017;2;Appartement;34;3;;48.880446;2.302492
01/02/2019;80000;75017;2;Appartement;13;1;;48.89338;2.316725
31/01/2019;882700;75017;2;Appartement;86;3;;48.894013;2.323852
13/02/2019;220000;75017;2;Appartement;15;1;;48.886004;2.311012
13/02/2019;516070;75017;2;Appartement;53;3;;48.890736;2.325597
07/02/2019;900000;75017;2;Appartement;74;4;;48.882155;2.314754
07/02/2019;900000;75017;2;Appartement;84;4;;48.882155;2.314754
12/02/2019;1270000;75017;2;Appartement;130;4;;48.882313;2.285715
28/01/2019;1117600;75017;2;Appartement;103;5;;48.888466;2.32221
06/02/2019;7000;75017;2;Appartement;90;4;;48.881728;2.3033
08/02/2019;225000;75017;2;Appartement;29;2;;48.892333;2.32199
08/02/2019;232000;75017;2;Appartement;24;1;;48.88421;2.322572
11/02/2019;16000;75017;3;Dependance;;0;;48.884149;2.294384
15/02/2019;360000;75017;2;Appartement;34;1;;48.884447;2.295012
11/02/2019;364000;75017;2;Appartement;30;2;;48.883487;2.291182
05/02/2019;1050000;75017;3;Dependance;;0;;48.884611;2.323549
05/02/2019;1050000;75017;2;Appartement;70;3;;48.884611;2.323549
21/02/2019;590000;75017;2;Appartement;35;2;;48.88508;2.324745
06/02/2019;220000;75017;2;Appartement;31;2;;48.876614;2.295005
06/02/2019;338000;75017;2;Appartement;32;1;;48.876614;2.295005
04/02/2019;550000;75017;2;Appartement;49;3;;48.883935;2.325158
25/01/2019;1117000;75017;2;Appartement;98;4;;48.883248;2.293007
13/02/2019;357650;75017;2;Appartement;33;2;;48.884219;2.29288
11/02/2019;1457650;75017;2;Appartement;128;5;;48.886085;2.296566
01/02/2019;409000;75017;2;Appartement;36;2;;48.888375;2.309597
01/02/2019;1100000;75017;3;Dependance;;0;;48.887688;2.299697
01/02/2019;1100000;75017;2;Appartement;105;4;;48.887688;2.299697
11/02/2019;250000;75017;2;Appartement;44;2;;48.891429;2.322117
14/02/2019;44000;75017;3;Dependance;;0;;48.891327;2.319979
13/02/2019;320000;75017;4;Local_indu_com_ou_assimile;279;0;;48.886475;2.302059
21/02/2019;165000;75017;2;Appartement;23;1;;48.897377;2.328581
15/02/2019;355014;75017;2;Appartement;30;2;;48.883487;2.291182
12/02/2019;660000;75017;2;Appartement;70;4;;48.89375;2.312891
11/02/2019;39000;75017;3;Dependance;;0;;48.888689;2.30652
04/02/2019;449000;75017;2;Appartement;35;2;;48.883639;2.3182
18/02/2019;559000;75017;2;Appartement;52;3;;48.893842;2.313199
05/02/2019;140000;75017;2;Appartement;27;1;;48.878296;2.285862
04/02/2019;199070;75017;2;Appartement;35;3;;48.889526;2.324616
15/02/2019;1820000;75017;2;Appartement;216;7;;48.876911;2.287318
01/02/2019;314300;75017;3;Dependance;;0;;48.883052;2.304016
01/02/2019;314300;75017;3;Dependance;;0;;48.883052;2.304016
01/02/2019;314300;75017;3;Dependance;;0;;48.883052;2.304016
15/02/2019;90000;75017;3;Dependance;;0;;48.881977;2.299825
15/02/2019;90000;75017;3;Dependance;;0;;48.881977;2.299825
14/02/2019;506000;75017;2;Appartement;47;2;;48.8835;2.316648
11/02/2019;319000;75017;2;Appartement;26;1;;48.877232;2.295075
15/02/2019;320000;75017;2;Appartement;28;1;;48.879048;2.299729
15/02/2019;320000;75017;3;Dependance;;0;;48.879048;2.299729
31/01/2019;320000;75017;2;Appartement;35;2;;48.885902;2.317727
14/02/2019;2000;75017;4;Local_indu_com_ou_assimile;7115;0;;48.878376;2.28668
15/02/2019;257870;75017;2;Appartement;30;1;;48.888124;2.321485
14/02/2019;440260;75017;2;Appartement;41;3;;48.884668;2.311462
30/01/2019;354000;75017;2;Appartement;29;2;;48.881136;2.288215
15/02/2019;568500;75017;3;Dependance;;0;;48.885993;2.319728
15/02/2019;568500;75017;2;Appartement;45;3;;48.885993;2.319728
08/02/2019;1323450;75017;2;Appartement;101;5;;48.879081;2.299439
06/02/2019;430000;75017;2;Appartement;33;1;;48.882882;2.285107
14/02/2019;520000;75017;2;Appartement;53;3;;48.89224;2.317923
22/02/2019;450000;75017;3;Dependance;;0;;48.893004;2.322743
22/02/2019;450000;75017;2;Appartement;57;2;;48.893004;2.322743
15/02/2019;440000;75017;2;Appartement;60;3;;48.881959;2.286361
08/02/2019;55000;75017;3;Dependance;;0;;48.879007;2.289092
13/02/2019;661700;75017;2;Appartement;65;2;;48.890514;2.318047
25/02/2019;816450;75017;2;Appartement;68;3;;48.886542;2.321413
20/02/2019;1405000;75017;2;Appartement;123;5;;48.888326;2.321691
12/02/2019;555000;75017;2;Appartement;58;3;;48.887493;2.32097
21/02/2019;588000;75017;2;Appartement;67;3;;48.887087;2.308787
04/02/2019;502550;75017;2;Appartement;56;3;;48.885985;2.321624
11/02/2019;1600000;75017;2;Appartement;117;5;;48.884035;2.321732
05/02/2019;618568;75017;2;Appartement;39;2;;48.886543;2.324158
15/02/2019;412970;75017;2;Appartement;40;3;;48.886363;2.309543
20/02/2019;460000;75017;2;Appartement;38;2;;48.888203;2.323538
22/02/2019;304980;75017;4;Local_indu_com_ou_assimile;31;0;;48.899767;2.321946
31/01/2019;1500;75017;3;Dependance;;0;;48.884216;2.312453
31/01/2019;500000;75017;4;Local_indu_com_ou_assimile;69;0;;48.875793;2.290447
12/02/2019;1100000;75017;3;Dependance;;0;;48.882713;2.31595
12/02/2019;1100000;75017;2;Appartement;85;3;;48.882713;2.31595
12/02/2019;830000;75017;4;Local_indu_com_ou_assimile;95;0;;48.886097;2.310981
14/02/2019;530000;75017;2;Appartement;52;3;;48.88478;2.314887
14/02/2019;500000;75017;2;Appartement;64;4;;48.885467;2.318169
14/02/2019;420000;75017;2;Appartement;56;2;;48.895607;2.324539
15/02/2019;25000;75017;3;Dependance;;0;;48.882183;2.284431
15/02/2019;275500;75017;2;Appartement;34;1;;48.886017;2.320625
21/02/2019;559500;75017;2;Appartement;51;2;;48.881146;2.289105
27/02/2019;750000;75017;2;Appartement;72;4;;48.884992;2.322824
31/01/2019;60000;75017;3;Dependance;;0;;48.883394;2.32265
15/02/2019;575000;75017;2;Appartement;51;3;;48.89224;2.317923
01/02/2019;9000;75017;2;Appartement;118;5;;48.879932;2.295608
25/02/2019;423345;75017;2;Appartement;43;1;;48.882504;2.284382
04/02/2019;282000;75017;2;Appartement;25;1;;48.880806;2.305323
22/02/2019;1197400;75017;2;Appartement;104;4;;48.884898;2.299999
22/02/2019;1197400;75017;3;Dependance;;0;;48.884898;2.299999
29/01/2019;570000;75017;2;Appartement;62;3;;48.88258;2.289979
07/02/2019;65000;75017;3;Dependance;;0;;48.892638;2.32652
21/02/2019;500;75017;3;Dependance;;0;;48.892996;2.318472
08/02/2019;45000;75017;3;Dependance;;0;;48.878254;2.293326
08/02/2019;487000;75017;2;Appartement;42;2;;48.885719;2.310968
12/02/2019;250000;75017;2;Appartement;19;1;;48.891557;2.323992
19/02/2019;140000;75017;3;Dependance;;0;;48.890205;2.322635
19/02/2019;140000;75017;2;Appartement;18;1;;48.890205;2.322635
06/02/2019;451000;75017;2;Appartement;47;4;;48.884093;2.293159
08/02/2019;534840;75017;2;Appartement;50;2;;48.882081;2.291011
13/02/2019;10000;75017;2;Appartement;57;2;;48.885401;2.306356
25/02/2019;808920;75017;2;Appartement;70;3;;48.880028;2.290304
05/02/2019;550000;75017;3;Dependance;;0;;48.887894;2.318947
05/02/2019;550000;75017;2;Appartement;38;2;;48.887894;2.318947
08/01/2019;145000;75017;4;Local_indu_com_ou_assimile;21;0;;48.886639;2.318909
20/02/2019;900400;75017;2;Appartement;104;4;;48.889942;2.306456
20/02/2019;900400;75017;3;Dependance;;0;;48.889942;2.306456
15/02/2019;662000;75017;2;Appartement;59;3;;48.88366;2.319831
15/02/2019;168000;75017;2;Appartement;17;1;;48.883448;2.324251
14/02/2019;284000;75017;2;Appartement;37;2;;48.89656;2.322711
12/02/2019;810000;75017;2;Appartement;65;3;;48.887822;2.321067
28/02/2019;334000;75017;4;Local_indu_com_ou_assimile;36;0;;48.886698;2.299455
19/02/2019;85000;75017;3;Dependance;;0;;48.887994;2.300514
25/02/2019;801600;75017;2;Appartement;58;1;;48.876471;2.29544
20/02/2019;140800;75017;2;Appartement;16;1;;48.893817;2.319065
28/02/2019;989800;75017;2;Appartement;90;3;;48.883779;2.290538
15/02/2019;135000;75017;3;Dependance;;0;;48.890465;2.324872
15/02/2019;135000;75017;2;Appartement;36;1;;48.890465;2.324872
20/02/2019;1650000;75017;2;Appartement;169;5;;48.882456;2.312855
20/02/2019;1650000;75017;3;Dependance;;0;;48.882456;2.312855
12/02/2019;195000;75017;2;Appartement;25;1;;48.883329;2.292873
27/02/2019;138000;75017;2;Appartement;18;1;;48.893113;2.326327
15/02/2019;135000;75017;2;Appartement;70;3;;48.890465;2.324872
15/02/2019;135000;75017;2;Appartement;10;1;;48.890465;2.324872
15/02/2019;135000;75017;2;Appartement;16;1;;48.890465;2.324872
20/02/2019;57000;75017;3;Dependance;;0;;48.885457;2.304179
13/02/2019;50000;75017;3;Dependance;;0;;48.882785;2.300439
21/02/2019;80000;75017;3;Dependance;;0;;48.881965;2.311817
27/02/2019;660600;75017;2;Appartement;70;3;;48.889041;2.323275
22/02/2019;652000;75017;2;Appartement;50;2;;48.887473;2.322502
26/02/2019;143000;75017;2;Appartement;17;1;;48.881064;2.305174
15/02/2019;270000;75017;4;Local_indu_com_ou_assimile;46;0;;48.896393;2.322158
13/02/2019;1000;75017;2;Appartement;108;5;;48.890609;2.320502
13/02/2019;1000;75017;4;Local_indu_com_ou_assimile;38;0;;48.890609;2.320502
27/02/2019;480000;75017;2;Appartement;32;3;;48.887912;2.321816
08/02/2019;550000;75017;4;Local_indu_com_ou_assimile;72;0;;48.88409;2.299041
21/02/2019;40000;75017;3;Dependance;;0;;48.885633;2.296086
14/02/2019;215000;75017;2;Appartement;21;1;;48.876646;2.294013
27/02/2019;112000;75017;2;Appartement;10;1;;48.886334;2.312009
14/02/2019;233670;75017;4;Local_indu_com_ou_assimile;42;0;;48.881352;2.3136
22/02/2019;373000;75017;2;Appartement;32;2;;48.880881;2.292597
06/02/2019;36000;75017;3;Dependance;;0;;48.894863;2.325655
21/02/2019;521100;75017;2;Appartement;46;3;;48.88258;2.289979
21/02/2019;1008900;75017;2;Appartement;100;3;;48.883497;2.320802
01/03/2019;2391800;75017;2;Appartement;190;5;;48.884957;2.302085
01/03/2019;2391800;75017;3;Dependance;;0;;48.884957;2.302085
01/03/2019;2391800;75017;3;Dependance;;0;;48.884957;2.302085
27/02/2019;920000;75017;2;Appartement;104;4;;48.881866;2.301707
15/02/2019;3000;75017;2;Appartement;22;1;;48.879128;2.293214
15/02/2019;1537000;75017;4;Local_indu_com_ou_assimile;180;0;;48.879128;2.293214
27/02/2019;20000;75017;3;Dependance;;0;;48.882647;2.299102
01/03/2019;1269200;75017;2;Appartement;100;4;;48.878924;2.287998
20/02/2019;3510100;75017;4;Local_indu_com_ou_assimile;36;0;;48.882035;2.315166
20/02/2019;3510100;75017;4;Local_indu_com_ou_assimile;83;0;;48.882035;2.315166
07/02/2019;213600;75017;2;Appartement;25;1;;48.878264;2.28557
05/03/2019;500000;75017;2;Appartement;44;1;;48.891776;2.319925
21/02/2019;195000;75017;2;Appartement;24;1;;48.89362;2.316986
22/02/2019;807500;75017;2;Appartement;75;3;;48.883318;2.299243
22/02/2019;807500;75017;3;Dependance;;0;;48.883318;2.299243
28/02/2019;21000;75017;4;Local_indu_com_ou_assimile;12;0;;48.878907;2.297122
27/02/2019;172000;75017;2;Appartement;20;2;;48.886331;2.31218
28/02/2019;578500;75017;2;Appartement;46;2;;48.881064;2.305174
26/02/2019;485000;75017;2;Appartement;60;2;;48.894591;2.315115
24/01/2019;88000;75017;3;Dependance;;0;;48.885511;2.304016
24/01/2019;88000;75017;3;Dependance;;0;;48.885511;2.304016
26/02/2019;335800;75017;2;Appartement;40;1;;48.8933;2.327023
20/02/2019;737500;75017;2;Appartement;58;3;;48.885958;2.320822
22/02/2019;386000;75017;2;Appartement;49;2;;48.88367;2.289465
22/02/2019;145000;75017;3;Dependance;;0;;48.886485;2.290672
13/02/2019;620000;75017;4;Local_indu_com_ou_assimile;43;0;;48.890609;2.320502
13/02/2019;620000;75017;4;Local_indu_com_ou_assimile;38;0;;48.890609;2.320502
13/02/2019;620000;75017;2;Appartement;108;5;;48.890609;2.320502
21/02/2019;2200000;75017;2;Appartement;170;6;;48.882821;2.304068
21/02/2019;2200000;75017;3;Dependance;;0;;48.883397;2.304782
21/02/2019;2200000;75017;2;Appartement;37;2;;48.885925;2.309999
13/02/2019;292250;75017;2;Appartement;30;2;;48.883145;2.317653
26/02/2019;1425000;75017;2;Appartement;155;5;;48.881149;2.284987
26/02/2019;1425000;75017;3;Dependance;;0;;48.881149;2.284987
15/02/2019;428400;75017;2;Appartement;95;3;;48.886485;2.290672
15/02/2019;550000;75017;2;Appartement;18;2;;48.895084;2.324192
15/02/2019;550000;75017;4;Local_indu_com_ou_assimile;72;0;;48.895084;2.324192
01/03/2019;460000;75017;2;Appartement;52;2;;48.892592;2.321561
04/03/2019;130000;75017;3;Dependance;;0;;48.876354;2.289884
04/03/2019;130000;75017;3;Dependance;;0;;48.876354;2.289884
28/02/2019;43000;75017;3;Dependance;;0;;48.878254;2.293326
07/03/2019;225330;75017;2;Appartement;26;2;;48.893245;2.318565
27/02/2019;520000;75017;2;Appartement;53;2;;48.886697;2.291886
14/02/2019;65000;75017;3;Dependance;;0;;48.885536;2.31238
21/01/2019;1769900;75017;2;Appartement;86;3;;48.879414;2.295398
21/01/2019;1769900;75017;2;Appartement;136;5;;48.879414;2.295398
21/02/2019;41000;75017;3;Dependance;;0;;48.888311;2.306711
06/03/2019;260000;75017;2;Appartement;28;2;;48.893838;2.319904
13/02/2019;514000;75017;4;Local_indu_com_ou_assimile;73;0;;48.884941;2.324166
01/03/2019;13000;75017;2;Appartement;190;5;;48.879824;2.302056
25/02/2019;70000;75017;3;Dependance;;0;;48.888988;2.305109
25/02/2019;70000;75017;3;Dependance;;0;;48.888988;2.305109
15/02/2019;430000;75017;2;Appartement;39;2;;48.887912;2.321816
15/02/2019;20000;75017;3;Dependance;;0;;48.888181;2.306064
07/03/2019;212000;75017;2;Appartement;28;1;;48.88764;2.324527
20/02/2019;1287100;75017;2;Appartement;119;4;;48.880831;2.294669
01/03/2019;1331200;75017;4;Local_indu_com_ou_assimile;165;0;;48.883067;2.295076
21/02/2019;680000;75017;2;Appartement;56;2;;48.881613;2.298704
19/02/2019;260000;75017;2;Appartement;36;2;;48.895558;2.318113
22/02/2019;511300;75017;2;Appartement;49;3;;48.894747;2.321548
01/03/2019;670000;75017;2;Appartement;58;2;;48.881064;2.305174
18/02/2019;461000;75017;2;Appartement;53;2;;48.893778;2.324716
22/02/2019;1577300;75017;2;Appartement;118;3;;48.882696;2.304675
21/02/2019;84000;75017;2;Appartement;27;2;;48.878925;2.295175
21/02/2019;84000;75017;2;Appartement;31;2;;48.878925;2.295175
27/02/2019;720000;75017;2;Appartement;53;3;;48.884035;2.321732
06/03/2019;29000;75017;3;Dependance;;0;;48.894616;2.323916
20/02/2019;475000;75017;2;Appartement;45;3;;48.882801;2.291205
05/03/2019;615000;75017;2;Appartement;62;3;;48.886714;2.314954
26/02/2019;448000;75017;2;Appartement;32;2;;48.890233;2.323012
15/02/2019;27000;75017;3;Dependance;;0;;48.897164;2.323405
18/02/2019;3317470;75017;3;Dependance;;0;;48.881194;2.308033
18/02/2019;3317470;75017;2;Appartement;277;6;;48.881382;2.308705
18/02/2019;3317470;75017;3;Dependance;;0;;48.881382;2.308705
01/03/2019;514700;75017;2;Appartement;57;2;;48.882598;2.284662
01/03/2019;680000;75017;3;Dependance;;0;;48.894246;2.321931
01/03/2019;680000;75017;2;Appartement;71;3;;48.894246;2.321931
22/02/2019;112000;75017;2;Appartement;9;1;;48.882966;2.298504
05/03/2019;562000;75017;2;Appartement;44;2;;48.891709;2.318833
27/02/2019;347000;75017;2;Appartement;31;2;;48.885489;2.311883
06/03/2019;950400;75017;2;Appartement;85;4;;48.884804;2.295672
12/02/2019;144000;75017;3;Dependance;;0;;48.8873;2.311019
21/02/2019;32000;75017;3;Dependance;;0;;48.877336;2.29304
15/02/2019;310000;75017;2;Appartement;42;2;;48.895505;2.32322
21/02/2019;1090187;75017;2;Appartement;92;4;;48.886119;2.319894
25/02/2019;2400;75017;3;Dependance;;0;;48.88485;2.323029
20/02/2019;1591700;75017;2;Appartement;119;6;;48.886362;2.294193
05/03/2019;255000;75017;2;Appartement;25;1;;48.88764;2.324527
07/03/2019;400000;75017;2;Appartement;44;3;;48.878296;2.285862
15/02/2019;27000;75017;3;Dependance;;0;;48.897164;2.323405
04/02/2019;1060000;75017;2;Appartement;88;3;;48.885406;2.291669
18/02/2019;27000;75017;3;Dependance;;0;;48.897164;2.323405
20/02/2019;488325;75017;2;Appartement;53;3;;48.892385;2.325204
27/02/2019;610000;75017;2;Appartement;56;3;;48.8884;2.323539
22/02/2019;1094000;75017;2;Appartement;98;4;;48.884295;2.300552
22/02/2019;325000;75017;2;Appartement;29;2;;48.884484;2.319161
01/03/2019;752380;75017;2;Appartement;74;2;;48.885377;2.296218
27/02/2019;670000;75017;4;Local_indu_com_ou_assimile;90;0;;48.888023;2.307292
22/02/2019;1735000;75017;2;Appartement;210;7;;48.885031;2.294674
01/03/2019;343500;75017;2;Appartement;25;1;;48.88764;2.324527
01/03/2019;2465000;75017;3;Dependance;;0;;48.8855;2.301855
01/03/2019;2465000;75017;2;Appartement;64;4;;48.8855;2.301855
01/03/2019;2465000;75017;4;Local_indu_com_ou_assimile;50;0;;48.8855;2.301855
05/03/2019;540000;75017;2;Appartement;50;3;;48.886054;2.322288
18/02/2019;423000;75017;2;Appartement;44;3;;48.892016;2.320956
18/02/2019;423000;75017;2;Appartement;44;3;;48.892016;2.320956
20/02/2019;40000;75017;3;Dependance;;0;;48.88928;2.320701
06/03/2019;1050750;75017;2;Appartement;104;3;;48.880278;2.298874
28/02/2019;1050400;75017;3;Dependance;;0;;48.889509;2.314342
28/02/2019;1050400;75017;2;Appartement;70;3;;48.889509;2.314342
18/02/2019;475000;75017;2;Appartement;42;3;;48.886361;2.317118
08/03/2019;474000;75017;2;Appartement;47;2;;48.883786;2.317392
08/03/2019;850000;75017;4;Local_indu_com_ou_assimile;169;0;;48.890527;2.302165
28/02/2019;138000;75017;2;Appartement;16;1;;48.891914;2.321161
25/02/2019;1900000;75017;3;Dependance;;0;;48.88268;2.305613
25/02/2019;1900000;75017;2;Appartement;156;4;;48.88268;2.305613
25/02/2019;1900000;75017;3;Dependance;;0;;48.882867;2.305807
12/03/2019;478000;75017;2;Appartement;54;3;;48.891669;2.318988
28/02/2019;403425;75017;2;Appartement;34;3;;48.886879;2.313675
06/03/2019;390000;75017;2;Appartement;40;3;;48.885825;2.317815
28/02/2019;135000;75017;3;Dependance;;0;;48.884654;2.317447
28/02/2019;135000;75017;2;Appartement;8;1;;48.884654;2.317447
06/03/2019;1770000;75017;2;Appartement;165;5;;48.881869;2.298856
19/02/2019;47000;75017;2;Appartement;8;1;;48.876832;2.29039
21/02/2019;41000;75017;3;Dependance;;0;;48.882743;2.318725
26/02/2019;59500;75017;3;Dependance;;0;;48.880124;2.302831
26/02/2019;374800;75017;2;Appartement;34;3;;48.891266;2.319917
08/03/2019;416500;75017;2;Appartement;27;2;;48.88669;2.309191
13/03/2019;26000;75017;3;Dependance;;0;;48.881907;2.292273
20/02/2019;560000;75017;2;Appartement;66;4;;48.886613;2.314112
08/03/2019;621360;75017;2;Appartement;56;2;;48.886956;2.306387
06/02/2019;338000;75017;2;Appartement;20;2;;48.891087;2.324147
22/02/2019;777770;75017;2;Appartement;97;4;;48.884611;2.323549
25/02/2019;184000;75017;2;Appartement;35;1;;48.891847;2.320823
28/02/2019;280000;75017;2;Appartement;41;3;;48.894865;2.320563
08/03/2019;350000;75017;4;Local_indu_com_ou_assimile;45;0;;48.889652;2.321236
11/03/2019;280000;75017;2;Appartement;36;2;;48.892064;2.317164
28/02/2019;1719000;75017;2;Appartement;149;5;;48.884265;2.297483
28/02/2019;590000;75017;2;Appartement;55;3;;48.889554;2.323655
08/03/2019;2033150;75017;2;Appartement;155;5;;48.881134;2.299494
12/03/2019;206000;75017;2;Appartement;21;2;;48.893499;2.318824
28/02/2019;393100;75017;2;Appartement;36;2;;48.886087;2.314884
28/02/2019;395000;75017;2;Appartement;35;3;;48.886966;2.313282
22/02/2019;1400000;75017;2;Appartement;125;5;;48.88183;2.313018
22/02/2019;1400000;75017;3;Dependance;;0;;48.88183;2.313018
01/03/2019;1220000;75017;2;Appartement;110;4;;48.886626;2.310451
11/03/2019;209000;75017;3;Dependance;;0;;48.885579;2.305596
11/03/2019;209000;75017;3;Dependance;;0;;48.885579;2.305596
22/02/2019;40000;75017;3;Dependance;;0;;48.890944;2.31643
05/03/2019;871915;75017;2;Appartement;87;3;;48.876284;2.291405
05/03/2019;871915;75017;3;Dependance;;0;;48.876284;2.291405
11/03/2019;290880;75017;4;Local_indu_com_ou_assimile;28;0;;48.899767;2.321946
27/02/2019;523000;75017;2;Appartement;60;2;;48.884134;2.29321
13/03/2019;24750;75017;3;Dependance;;0;;48.897246;2.326236
28/02/2019;432000;75017;2;Appartement;45;3;;48.894013;2.323852
05/03/2019;700000;75017;2;Appartement;81;3;;48.891669;2.326277
13/03/2019;309260;75017;2;Appartement;39;2;;48.881584;2.288788
22/02/2019;710790;75017;2;Appartement;70;3;;48.879468;2.302491
25/02/2019;275000;75017;2;Appartement;37;2;;48.888482;2.320828
05/03/2019;520000;75017;2;Appartement;50;3;;48.876908;2.293988
06/03/2019;90000;75017;3;Dependance;;0;;48.882594;2.312556
28/02/2019;412500;75017;2;Appartement;40;2;;48.885129;2.319687
27/02/2019;224250;75017;3;Dependance;;0;;48.880245;2.300667
27/02/2019;224250;75017;3;Dependance;;0;;48.880245;2.300667
01/03/2019;;75017;2;Appartement;24;2;;48.88478;2.314887
13/03/2019;45000;75017;3;Dependance;;0;;48.883394;2.32265
08/03/2019;470000;75017;4;Local_indu_com_ou_assimile;71;0;;48.895721;2.323222
26/02/2019;344304;75017;2;Appartement;35;2;;48.882357;2.31348
08/03/2019;509700;75017;2;Appartement;50;2;;48.886697;2.291886
01/03/2019;1680000;75017;2;Appartement;122;5;;48.883697;2.311411
20/02/2019;145000;75017;2;Appartement;12;1;;48.879475;2.288138
06/03/2019;1718500;75017;2;Appartement;166;6;;48.880026;2.292402
28/02/2019;310000;75017;2;Appartement;22;2;;48.8849;2.325214
04/03/2019;69000;75017;3;Dependance;;0;;48.888562;2.322301
19/02/2019;244000;75017;2;Appartement;29;1;;48.878254;2.293326
21/02/2019;1500;75017;3;Dependance;;0;;48.882499;2.309203
11/03/2019;39000;75017;3;Dependance;;0;;48.878254;2.293326
05/03/2019;1800000;75017;3;Dependance;;0;;48.881888;2.295463
05/03/2019;1800000;75017;3;Dependance;;0;;48.881888;2.295463
05/03/2019;1800000;75017;2;Appartement;190;7;;48.881888;2.295463
13/03/2019;206000;75017;2;Appartement;38;1;;48.883587;2.315904
12/02/2019;420000;75017;2;Appartement;59;2;;48.885365;2.311749
14/03/2019;330000;75017;3;Dependance;;0;;48.884489;2.322928
14/03/2019;330000;75017;2;Appartement;30;2;;48.884489;2.322928
13/03/2019;55000;75017;3;Dependance;;0;;48.891692;2.322245
21/02/2019;1115500;75017;2;Appartement;96;4;;48.88445;2.306375
28/02/2019;343600;75017;2;Appartement;40;2;;48.895429;2.323619
28/02/2019;343600;75017;2;Appartement;38;2;;48.895429;2.323619
26/02/2019;35000;75017;3;Dependance;;0;;48.884769;2.302381
11/03/2019;436620;75017;2;Appartement;33;2;;48.878846;2.295813
11/03/2019;6660003;75017;4;Local_indu_com_ou_assimile;4350;0;992;48.885929;2.322511
11/03/2019;6660003;75017;2;Appartement;123;6;992;48.885929;2.322511
26/02/2019;400000;75017;2;Appartement;100;3;;48.882379;2.300704
