date_mutation;valeur_fonciere;code_postal;code_type_local;type_local;surface_reelle_bati;nombre_pieces_principales;surface_terrain;latitude;longitude
13/06/2019;1900000;75001;2;Appartement;33;2;122;48.861829;2.343573
13/06/2019;1900000;75001;2;Appartement;24;1;122;48.861829;2.343573
24/05/2019;560000;75003;2;Appartement;35;2;;48.861322;2.362934
17/06/2019;340000;75001;2;Appartement;36;1;;48.863545;2.341748
20/05/2019;750000;75001;2;Appartement;46;2;;48.864669;2.336558
13/06/2019;1131480;75008;2;Appartement;93;3;;48.868965;2.305181
13/06/2019;1131480;75008;3;Dependance;;0;;48.868965;2.305181
13/06/2019;230000;75003;2;Appartement;17;1;;48.86772;2.355484
06/06/2019;1881400;75008;2;Appartement;116;4;;48.868369;2.304819
06/06/2019;1881400;75008;2;Appartement;90;2;;48.868369;2.304819
20/05/2019;610000;75001;2;Appartement;37;2;;48.864577;2.333387
28/05/2019;1277000;75008;2;Appartement;92;3;;48.875627;2.322612
06/06/2019;1600000;75008;3;Dependance;;0;;48.872846;2.317191
06/06/2019;1600000;75008;2;Appartement;141;5;;48.872846;2.317191
29/05/2019;5000;75001;2;Appartement;45;2;;48.865577;2.331474
29/05/2019;1765000;75001;2;Appartement;79;4;;48.865577;2.331474
29/05/2019;1765000;75001;4;Local_indu_com_ou_assimile;156;0;;48.865577;2.331474
24/05/2019;527140;75008;2;Appartement;39;2;;48.868904;2.299183
24/05/2019;1205000;75008;2;Appartement;112;4;;48.881921;2.321957
17/06/2019;346750;75003;2;Appartement;29;0;;48.859858;2.363852
29/05/2019;621100;75001;2;Appartement;50;2;;48.864439;2.344949
17/06/2019;718410;75008;2;Appartement;55;2;;48.871379;2.324216
27/05/2019;434000;75001;2;Appartement;39;2;;48.863282;2.349566
11/06/2019;375000;75001;2;Appartement;27;1;;48.864285;2.333768
11/06/2019;120000;75003;3;Dependance;;0;;48.858857;2.359843
03/06/2019;1400000;75001;4;Local_indu_com_ou_assimile;106;0;;48.86025;2.344551
07/06/2019;35000;75003;3;Dependance;;0;;48.86205;2.357892
27/05/2019;140000;75008;2;Appartement;10;1;;48.875493;2.30612
27/05/2019;140000;75008;3;Dependance;;0;;48.875493;2.30612
27/05/2019;724000;75008;2;Appartement;73;4;;48.872648;2.313185
27/05/2019;1300000;75008;2;Appartement;149;5;;48.881987;2.323342
24/05/2019;820000;75008;2;Appartement;65;3;;48.881554;2.324861
29/05/2019;70000;75003;3;Dependance;;0;;48.868065;2.359348
27/05/2019;1050000;75008;3;Dependance;;0;;48.876771;2.315868
27/05/2019;1050000;75008;2;Appartement;49;2;;48.876771;2.315868
27/05/2019;1050000;75008;4;Local_indu_com_ou_assimile;93;0;;48.876771;2.315868
23/05/2019;710000;75008;4;Local_indu_com_ou_assimile;25;0;;48.870234;2.322366
23/05/2019;710000;75008;2;Appartement;22;1;;48.870234;2.322366
27/05/2019;10000;75008;3;Dependance;;0;;48.868384;2.320723
11/06/2019;1035000;75008;2;Appartement;101;3;;48.87226;2.311539
27/05/2019;2800000;75003;2;Appartement;160;3;;48.862388;2.359909
27/05/2019;2800000;75003;2;Appartement;70;3;;48.862388;2.359909
13/06/2019;405000;75008;2;Appartement;23;1;;48.866139;2.306396
13/06/2019;405000;75008;3;Dependance;;0;;48.866139;2.306396
28/05/2019;125000;75008;3;Dependance;;0;;48.875934;2.298754
28/05/2019;125000;75008;3;Dependance;;0;;48.875934;2.298754
12/06/2019;385420;75008;2;Appartement;39;2;;48.8769;2.318566
06/06/2019;785000;75003;2;Appartement;63;3;;48.862734;2.351468
11/06/2019;130000;75008;3;Dependance;;0;;48.876606;2.300376
04/06/2019;645430;75008;2;Appartement;58;2;;48.878633;2.319768
29/05/2019;200000;75003;2;Appartement;21;1;;48.861524;2.361933
24/05/2019;810000;75008;2;Appartement;74;3;;48.876347;2.310572
27/05/2019;690000;75008;4;Local_indu_com_ou_assimile;28;0;;48.873591;2.315628
27/05/2019;690000;75008;4;Local_indu_com_ou_assimile;25;0;;48.873591;2.315628
20/06/2019;5000;75003;2;Appartement;44;2;;48.864069;2.358455
19/06/2019;1950025;75008;1;Maison;120;4;;48.876187;2.315302
03/06/2019;1461500;75008;2;Appartement;80;4;;48.88135;2.32498
03/06/2019;1461500;75008;2;Appartement;11;1;;48.88135;2.32498
03/06/2019;4100000;75008;2;Appartement;68;2;;48.865627;2.304497
03/06/2019;4100000;75008;2;Appartement;110;2;;48.865627;2.304497
19/06/2019;610000;75003;2;Appartement;42;3;;48.864522;2.365498
03/06/2019;740000;75001;4;Local_indu_com_ou_assimile;100;0;;48.866637;2.336033
06/06/2019;49000;75003;3;Dependance;;0;;48.858213;2.366
04/06/2019;1027000;75008;4;Local_indu_com_ou_assimile;79;0;;48.873009;2.326235
29/05/2019;23025000;75008;4;Local_indu_com_ou_assimile;1878;0;476;48.8746;2.316585
21/06/2019;352600;75008;2;Appartement;30;1;;48.872624;2.303752
28/05/2019;370000;75008;2;Appartement;40;1;;48.871669;2.304678
28/05/2019;825000;75003;4;Local_indu_com_ou_assimile;69;0;;48.865839;2.361407
06/06/2019;245000;75008;2;Appartement;44;1;;48.871218;2.308471
18/06/2019;497500;75001;2;Appartement;40;2;;48.864501;2.344894
06/06/2019;2000000;75003;4;Local_indu_com_ou_assimile;285;0;84;48.864304;2.353294
28/05/2019;30000;75008;4;Local_indu_com_ou_assimile;8;0;;48.868414;2.307424
18/06/2019;465000;75003;4;Local_indu_com_ou_assimile;50;0;;48.862282;2.362276
27/05/2019;50000;75008;3;Dependance;;0;;48.878463;2.302062
27/05/2019;50000;75008;3;Dependance;;0;;48.878463;2.302062
17/06/2019;1088000;75003;2;Appartement;84;3;;48.8643;2.354634
20/06/2019;1;75003;4;Local_indu_com_ou_assimile;121;0;;48.862644;2.366285
19/06/2019;95000;75001;3;Dependance;;0;;48.867273;2.324386
30/04/2019;30000;75003;3;Dependance;;0;;48.86205;2.357892
21/06/2019;283208;75003;2;Appartement;17;2;;48.863313;2.358714
13/06/2019;1176700;75008;4;Local_indu_com_ou_assimile;62;0;;48.873905;2.307472
28/05/2019;960000;75003;2;Appartement;84;4;;48.865145;2.359544
27/05/2019;75000;75001;3;Dependance;;0;;48.864501;2.344894
06/06/2019;150000;75003;;;;;39;48.863348;2.362177
06/06/2019;;75003;4;Local_indu_com_ou_assimile;722;0;269;48.863465;2.361946
29/05/2019;202800;75003;2;Appartement;16;1;;48.86848;2.354155
11/06/2019;9000;75008;2;Appartement;77;3;;48.869515;2.301629
20/06/2019;1910000;75008;3;Dependance;;0;;48.880831;2.32565
20/06/2019;1910000;75008;2;Appartement;195;6;;48.880831;2.32565
27/05/2019;3000;75008;3;Dependance;;0;;48.878463;2.302062
27/05/2019;3000;75008;3;Dependance;;0;;48.878463;2.302062
07/06/2019;420000;75003;2;Appartement;28;2;;48.858689;2.360785
15/05/2019;1750000;75001;4;Local_indu_com_ou_assimile;361;0;;48.863857;2.347239
20/06/2019;1;75008;4;Local_indu_com_ou_assimile;151;0;;48.873088;2.318863
21/06/2019;228800;75008;2;Appartement;22;1;;48.877055;2.320564
19/06/2019;2000;75003;4;Local_indu_com_ou_assimile;90;0;;48.863259;2.360278
04/06/2019;200;75003;2;Appartement;124;5;;48.864411;2.365064
12/06/2019;6500000;75008;2;Appartement;21;1;164;48.874338;2.311556
12/06/2019;6500000;75008;2;Appartement;84;3;164;48.874338;2.311556
12/06/2019;6500000;75008;2;Appartement;84;3;164;48.874338;2.311556
12/06/2019;6500000;75008;2;Appartement;51;2;164;48.874338;2.311556
12/06/2019;6500000;75008;2;Appartement;99;2;164;48.874338;2.311556
12/06/2019;6500000;75008;2;Appartement;27;1;164;48.874338;2.311556
18/06/2019;589600;75001;2;Appartement;210;7;;48.865694;2.329292
18/06/2019;589600;75001;3;Dependance;;0;;48.865694;2.329292
18/06/2019;2360400;75001;2;Appartement;210;7;;48.865694;2.329292
27/05/2019;228000;75003;2;Appartement;46;2;;48.85703;2.365597
11/06/2019;1415000;75008;2;Appartement;120;5;;48.873941;2.321837
05/06/2019;2500000;75008;4;Local_indu_com_ou_assimile;215;0;;48.870529;2.308932
12/06/2019;30000;75008;3;Dependance;;0;;48.867809;2.300741
17/06/2019;10000000;75008;4;Local_indu_com_ou_assimile;707;0;;48.875134;2.326091
28/05/2019;590000;75008;4;Local_indu_com_ou_assimile;120;0;;48.882295;2.323847
17/06/2019;208000;75003;2;Appartement;16;1;;48.864942;2.35929
12/06/2019;100000;75003;3;Dependance;;0;;48.858633;2.366983
20/06/2019;447000;75003;2;Appartement;34;2;;48.862637;2.361699
18/06/2019;442000;75008;2;Appartement;39;3;;48.880838;2.322972
14/06/2019;550300;75008;2;Appartement;45;2;;48.87324;2.323014
06/06/2019;645000;75001;2;Appartement;57;3;;48.859251;2.346881
21/06/2019;300000;75003;2;Appartement;24;1;;48.863035;2.363042
21/06/2019;923000;75003;4;Local_indu_com_ou_assimile;68;0;;48.860525;2.366596
05/06/2019;1287500;75003;2;Appartement;79;3;;48.863503;2.356381
11/06/2019;220000;75003;2;Appartement;180;6;;48.860416;2.366048
28/05/2019;510000;75001;2;Appartement;47;2;;48.863042;2.349162
30/05/2019;495000;75003;2;Appartement;33;2;;48.863134;2.355614
21/06/2019;600000;75001;4;Local_indu_com_ou_assimile;58;0;;48.867776;2.331099
11/06/2019;3000000;75001;4;Local_indu_com_ou_assimile;205;0;;48.86025;2.344551
19/06/2019;70000;75008;3;Dependance;;0;;48.877774;2.302572
29/05/2019;4000000;75001;4;Local_indu_com_ou_assimile;98;0;;48.863151;2.334637
29/05/2019;4000000;75001;4;Local_indu_com_ou_assimile;96;0;;48.863151;2.334637
29/05/2019;4000000;75001;4;Local_indu_com_ou_assimile;139;0;;48.863151;2.334637
29/05/2019;4000000;75001;4;Local_indu_com_ou_assimile;83;0;;48.863151;2.334637
04/06/2019;1050000;75008;3;Dependance;;0;;48.869194;2.322757
04/06/2019;1050000;75008;2;Appartement;76;3;;48.869194;2.322757
25/06/2019;7220;75001;2;Appartement;22;1;;48.862283;2.3403
21/06/2019;482330;75003;2;Appartement;39;1;;48.864248;2.363746
21/06/2019;85000;75008;3;Dependance;;0;;48.872918;2.307485
25/06/2019;650000;75003;2;Appartement;65;3;;48.86242;2.357054
20/06/2019;2082900;75008;2;Appartement;194;5;;48.876786;2.299629
19/06/2019;1850000;75001;2;Appartement;96;3;;48.867646;2.330978
20/06/2019;840000;75008;2;Appartement;64;2;;48.874877;2.299406
28/06/2019;359856;75003;2;Appartement;35;2;;48.861007;2.365416
25/06/2019;450000;75001;2;Appartement;40;2;;48.86124;2.34454
25/06/2019;450000;75001;2;Appartement;45;2;;48.86124;2.34454
19/06/2019;43000;75008;4;Local_indu_com_ou_assimile;11;0;;48.871313;2.309147
27/06/2019;2100000;75008;2;Appartement;185;6;;48.882027;2.32623
03/06/2019;520000;75003;4;Local_indu_com_ou_assimile;18;0;;48.861336;2.365965
03/06/2019;520000;75003;2;Appartement;48;2;;48.861336;2.365965
03/06/2019;520000;75003;4;Local_indu_com_ou_assimile;96;0;;48.861336;2.365965
21/06/2019;511200;75008;2;Appartement;39;2;;48.881967;2.322877
06/06/2019;115000;75008;2;Appartement;15;1;;48.87344;2.311579
21/06/2019;2157200;75008;3;Dependance;;0;;48.869071;2.303405
21/06/2019;2157200;75008;2;Appartement;150;5;;48.869071;2.303405
21/06/2019;760000;75008;2;Appartement;88;3;;48.871282;2.321868
14/06/2019;160000;75008;2;Appartement;21;1;;48.879703;2.325624
18/06/2019;678300;75001;2;Appartement;35;1;;48.866588;2.330927
20/06/2019;60000;75008;3;Dependance;;0;;48.871242;2.315262
20/06/2019;60000;75008;3;Dependance;;0;;48.871242;2.315262
27/06/2019;500;75001;2;Appartement;40;2;;48.865638;2.336108
26/06/2019;586500;75008;2;Appartement;53;2;;48.882558;2.324827
11/06/2019;2238685;75008;3;Dependance;;0;;48.877832;2.318587
11/06/2019;2238685;75008;2;Appartement;195;4;;48.877832;2.318587
06/06/2019;2020000;75008;2;Appartement;190;6;;48.874554;2.318229
26/06/2019;80000;75008;3;Dependance;;0;;48.867634;2.308266
28/06/2019;93500;75003;2;Appartement;26;2;;48.86663;2.353902
28/06/2019;180000;75003;2;Appartement;16;1;;48.863143;2.361706
19/06/2019;500000;75008;4;Local_indu_com_ou_assimile;30;0;;48.873341;2.309146
07/06/2019;109500;75003;4;Local_indu_com_ou_assimile;18;0;;48.868325;2.357818
07/06/2019;109500;75003;4;Local_indu_com_ou_assimile;56;0;;48.868325;2.357818
13/06/2019;295000;75001;4;Local_indu_com_ou_assimile;145;0;;48.866458;2.336992
21/06/2019;884650;75008;3;Dependance;;0;;48.88156;2.32376
21/06/2019;884650;75008;2;Appartement;95;3;;48.88156;2.32376
28/06/2019;35000;75008;3;Dependance;;0;;48.872696;2.304096
06/06/2019;54000;75001;3;Dependance;;0;;48.863699;2.340328
28/06/2019;2300000;75008;2;Appartement;208;6;;48.874057;2.303657
20/06/2019;75000;75003;2;Appartement;40;2;;48.86803;2.355699
26/06/2019;69000;75001;2;Appartement;7;1;;48.860416;2.341498
17/06/2019;657760;75003;2;Appartement;61;2;;48.859121;2.36061
27/06/2019;2600000;75008;4;Local_indu_com_ou_assimile;358;0;;48.875512;2.313591
27/06/2019;2600000;75008;4;Local_indu_com_ou_assimile;18;0;;48.875512;2.313591
25/06/2019;870000;75001;2;Appartement;75;3;;48.861;2.343417
27/06/2019;705000;75001;2;Appartement;47;1;;48.864625;2.333196
03/07/2019;315000;75003;2;Appartement;195;2;;48.861345;2.356539
26/06/2019;1056750;75008;2;Appartement;112;5;;48.876979;2.320715
26/06/2019;1056750;75008;3;Dependance;;0;;48.876979;2.320715
17/06/2019;103000;75001;3;Dependance;;0;;48.861997;2.340772
28/06/2019;1800000;75008;2;Appartement;190;5;;48.876844;2.314472
17/06/2019;550000;75003;2;Appartement;40;1;;48.858213;2.366
18/06/2019;35000;75003;4;Local_indu_com_ou_assimile;190;0;;48.861554;2.364228
04/06/2019;250000;75003;4;Local_indu_com_ou_assimile;25;0;;48.863822;2.358188
01/07/2019;1460000;75008;3;Dependance;;0;;48.872688;2.313418
01/07/2019;1460000;75008;2;Appartement;115;5;;48.872688;2.313418
21/06/2019;380000;75003;2;Appartement;30;2;;48.861052;2.356138
07/06/2019;702500;75003;2;Appartement;45;3;;48.862759;2.363912
11/06/2019;1300000;75003;2;Appartement;95;2;;48.85692;2.36337
21/06/2019;290000;75003;2;Appartement;28;2;;48.86452;2.359122
20/06/2019;41000;75008;3;Dependance;;0;;48.877992;2.320676
19/06/2019;2450000;75008;4;Local_indu_com_ou_assimile;160;0;;48.871209;2.317659
24/06/2019;43000;75003;3;Dependance;;0;;48.859077;2.365997
02/07/2019;425000;75001;2;Appartement;52;3;;48.863462;2.348739
27/06/2019;2583542;75001;2;Appartement;170;6;;48.864902;2.330058
28/06/2019;253000;75008;4;Local_indu_com_ou_assimile;88;0;;48.876786;2.299629
28/06/2019;253000;75008;2;Appartement;88;2;;48.876786;2.299629
28/06/2019;1452250;75008;2;Appartement;88;2;;48.876786;2.299629
28/06/2019;1452250;75008;4;Local_indu_com_ou_assimile;88;0;;48.876786;2.299629
18/06/2019;204000;75003;2;Appartement;18;1;;48.867317;2.357224
28/06/2019;490000;75003;2;Appartement;44;2;;48.860461;2.361938
19/06/2019;378180;75001;2;Appartement;43;2;;48.86223;2.341117
13/06/2019;182000;75008;2;Appartement;9;1;;48.879942;2.312006
02/07/2019;230000;75001;2;Appartement;16;1;;48.861395;2.341817
26/06/2019;120000;75008;2;Appartement;57;2;;48.868484;2.305822
25/06/2019;40000;75001;3;Dependance;;0;;48.866189;2.330406
26/06/2019;360000;75008;4;Local_indu_com_ou_assimile;6;0;;48.872255;2.326364
12/06/2019;22000;75001;2;Appartement;12;1;;48.865848;2.331392
18/06/2019;2000;75003;2;Appartement;15;1;;48.861322;2.365189
07/06/2019;23000;75008;3;Dependance;;0;;48.880516;2.321661
24/06/2019;3000;75003;2;Appartement;69;3;;48.864291;2.353517
07/06/2019;144000;75001;2;Appartement;32;1;;48.861161;2.348321
27/06/2019;235000;75008;2;Appartement;17;1;;48.875833;2.316697
21/06/2019;235000;75003;2;Appartement;23;1;;48.867684;2.358455
25/06/2019;215000;75008;2;Appartement;23;1;;48.865696;2.307482
28/06/2019;921500;75008;2;Appartement;60;2;;48.87464;2.31613
05/07/2019;850000;75003;4;Local_indu_com_ou_assimile;25;0;;48.865994;2.362083
05/07/2019;850000;75003;4;Local_indu_com_ou_assimile;41;0;;48.865994;2.362083
11/06/2019;320000;75003;2;Appartement;29;1;;48.867544;2.356315
19/06/2019;542000;75008;2;Appartement;42;2;;48.877229;2.298479
27/06/2019;2570000;75003;2;Appartement;166;5;;48.864087;2.363664
28/06/2019;1730000;75008;2;Appartement;120;4;;48.878412;2.304998
01/07/2019;4055789;75008;2;Appartement;161;6;;48.868093;2.306682
01/07/2019;4055789;75008;3;Dependance;;0;;48.868093;2.306682
01/07/2019;4055789;75008;2;Appartement;35;2;;48.868093;2.306682
28/06/2019;1557440;75008;4;Local_indu_com_ou_assimile;333;0;;48.879982;2.31959
28/06/2019;42560;75008;4;Local_indu_com_ou_assimile;333;0;;48.879982;2.31959
18/06/2019;;75003;2;Appartement;44;3;;48.860571;2.364926
25/06/2019;410000;75008;2;Appartement;32;2;;48.880756;2.315733
26/06/2019;90000;75008;2;Appartement;8;1;;48.87945;2.324251
26/06/2019;90000;75008;2;Appartement;14;1;;48.87945;2.324251
05/07/2019;500000;75003;2;Appartement;43;2;;48.864976;2.357217
05/07/2019;615000;75003;2;Appartement;51;2;;48.864976;2.357217
04/07/2019;185000;75008;2;Appartement;21;1;;48.877872;2.314489
01/07/2019;3700000;75008;3;Dependance;;0;;48.877761;2.30847
01/07/2019;3700000;75008;2;Appartement;190;6;;48.877761;2.30847
01/07/2019;3700000;75008;3;Dependance;;0;;48.877761;2.30847
01/07/2019;3700000;75008;3;Dependance;;0;;48.877761;2.30847
27/06/2019;807750;75003;2;Appartement;69;3;;48.864878;2.354331
18/06/2019;2580800;75008;2;Appartement;191;7;;48.87479;2.300368
20/06/2019;500;;;;;;;48.871872;2.320236
20/06/2019;20000;75008;4;Local_indu_com_ou_assimile;30;0;;48.871198;2.314849
18/06/2019;392523;75008;2;Appartement;36;1;;48.876403;2.297517
26/06/2019;89000;75008;3;Dependance;;0;;48.879211;2.321657
12/06/2019;72000000;75008;;;;;423;48.873089;2.304766
12/06/2019;72000000;75008;4;Local_indu_com_ou_assimile;103;0;957;48.873235;2.304732
12/06/2019;72000000;75008;4;Local_indu_com_ou_assimile;361;0;957;48.873235;2.304732
12/06/2019;72000000;75008;4;Local_indu_com_ou_assimile;641;0;957;48.873235;2.304732
12/06/2019;72000000;75008;4;Local_indu_com_ou_assimile;2555;0;957;48.873235;2.304732
12/06/2019;72000000;75008;4;Local_indu_com_ou_assimile;41;0;957;48.873235;2.304732
12/06/2019;72000000;75008;4;Local_indu_com_ou_assimile;1660;0;957;48.873235;2.304732
12/06/2019;72000000;75008;4;Local_indu_com_ou_assimile;125;0;957;48.873235;2.304732
12/06/2019;72000000;75008;4;Local_indu_com_ou_assimile;120;0;957;48.873235;2.304732
12/06/2019;72000000;75008;4;Local_indu_com_ou_assimile;588;0;957;48.873235;2.304732
12/06/2019;72000000;75008;;;;;4;48.87311;2.305139
03/07/2019;74000;75008;3;Dependance;;0;;48.872708;2.305618
03/07/2019;74000;75008;3;Dependance;;0;;48.872708;2.305618
19/06/2019;2485000;75008;2;Appartement;224;6;;48.880175;2.315064
14/06/2019;190000;75008;2;Appartement;20;1;;48.875756;2.317096
21/05/2019;732500;75008;2;Appartement;68;2;;48.876549;2.302711
20/06/2019;655500;75003;2;Appartement;52;2;;48.862131;2.363265
13/06/2019;525000;75008;2;Appartement;105;4;;48.871768;2.312507
28/06/2019;1730000;75008;2;Appartement;124;5;;48.877643;2.31693
28/06/2019;1730000;75008;3;Dependance;;0;;48.877643;2.31693
28/06/2019;1730000;75008;2;Appartement;155;6;;48.877643;2.31693
05/07/2019;570000;75003;2;Appartement;69;3;;48.863538;2.35952
02/07/2019;793000;75003;2;Appartement;85;3;;48.867839;2.361215
04/07/2019;1670000;75001;4;Local_indu_com_ou_assimile;484;0;;48.863705;2.343213
24/06/2019;10500;75003;4;Local_indu_com_ou_assimile;49;0;;48.864642;2.355052
27/06/2019;520000;75003;4;Local_indu_com_ou_assimile;33;0;;48.860814;2.355827
27/06/2019;520000;75003;3;Dependance;;0;;48.860814;2.355827
08/07/2019;270000;75003;2;Appartement;25;1;;48.864674;2.353479
03/07/2019;2369100;75008;2;Appartement;159;5;;48.872965;2.302289
03/07/2019;2369100;75008;3;Dependance;;0;;48.872965;2.302289
26/06/2019;205000;75003;2;Appartement;27;1;;48.862757;2.359691
05/07/2019;133450;75008;3;Dependance;;0;;48.878124;2.316915
05/07/2019;133450;75008;3;Dependance;;0;;48.878124;2.316915
03/07/2019;361500;75003;2;Appartement;27;2;;48.864262;2.353785
27/06/2019;2558675;75008;3;Dependance;;0;;48.87838;2.301412
27/06/2019;2558675;75008;3;Dependance;;0;;48.87838;2.301412
27/06/2019;2558675;75008;3;Dependance;;0;;48.87838;2.301412
27/06/2019;2558675;75008;2;Appartement;150;4;;48.87838;2.301412
27/06/2019;2558675;75008;3;Dependance;;0;;48.87838;2.301412
04/07/2019;10230000;75001;4;Local_indu_com_ou_assimile;484;0;;48.863705;2.343213
04/07/2019;10230000;75001;4;Local_indu_com_ou_assimile;315;0;;48.863705;2.343213
21/06/2019;430000;75008;2;Appartement;64;3;;48.87544;2.323079
11/06/2019;339520;75003;2;Appartement;25;1;;48.865119;2.363282
27/06/2019;445000;75008;4;Local_indu_com_ou_assimile;44;0;;48.878372;2.316373
03/07/2019;1065000;75003;2;Appartement;178;6;;48.865751;2.359943
01/07/2019;230000;75008;3;Dependance;;0;;48.87945;2.324251
01/07/2019;230000;75008;3;Dependance;;0;;48.87945;2.324251
01/07/2019;230000;75008;3;Dependance;;0;;48.87945;2.324251
28/06/2019;2254700;75008;2;Appartement;214;7;;48.878085;2.301749
28/06/2019;2254700;75008;4;Local_indu_com_ou_assimile;10;0;;48.877774;2.302572
27/06/2019;1400000;75003;2;Appartement;95;5;;48.864243;2.363661
26/06/2019;595000;75003;2;Appartement;46;2;;48.857167;2.363284
03/07/2019;173000;75008;4;Local_indu_com_ou_assimile;54;0;;48.871404;2.308571
09/07/2019;605500;75003;4;Local_indu_com_ou_assimile;60;0;;48.866193;2.353558
09/07/2019;5000;75008;2;Appartement;145;5;;48.880083;2.319242
05/07/2019;760000;75008;2;Appartement;77;3;;48.880083;2.319242
12/06/2019;115000;75008;4;Local_indu_com_ou_assimile;24;0;;48.871728;2.316413
12/06/2019;115000;75008;4;Local_indu_com_ou_assimile;6;0;;48.871728;2.316413
27/06/2019;680000;75008;2;Appartement;62;2;;48.882074;2.325526
08/07/2019;1491500;75008;3;Dependance;;0;;48.879338;2.321637
08/07/2019;1491500;75008;3;Dependance;;0;;48.879338;2.321637
08/07/2019;1491500;75008;2;Appartement;153;5;;48.879338;2.321637
21/06/2019;347300;75003;2;Appartement;28;1;;48.863775;2.360149
25/06/2019;315000;75003;2;Appartement;27;2;;48.861495;2.362475
03/07/2019;550000;75008;2;Appartement;74;2;;48.872341;2.305643
21/06/2019;2260000;75008;2;Appartement;138;3;;48.87463;2.300115
04/07/2019;2567829;75008;2;Appartement;185;5;;48.868369;2.304819
04/07/2019;2567829;75008;2;Appartement;170;6;;48.868369;2.304819
18/06/2019;600325;75008;2;Appartement;30;3;;48.880738;2.31741
03/07/2019;450000;75003;2;Appartement;30;1;;48.859331;2.362974
28/06/2019;408050;75003;2;Appartement;34;2;;48.861619;2.363476
21/06/2019;50000;75003;3;Dependance;;0;;48.858213;2.366
24/06/2019;1079105;75003;2;Appartement;132;4;;48.867414;2.357563
25/06/2019;872400;75003;2;Appartement;80;3;;48.863373;2.35284
01/07/2019;2825000;75008;2;Appartement;158;4;;48.875086;2.301672
13/06/2019;940800;75003;4;Local_indu_com_ou_assimile;95;0;;48.862662;2.362546
10/07/2019;43100000;75008;3;Dependance;;0;1263;48.876215;2.316203
10/07/2019;43100000;75008;4;Local_indu_com_ou_assimile;51;0;1263;48.876215;2.316203
10/07/2019;43100000;75008;2;Appartement;19;1;1263;48.876215;2.316203
10/07/2019;43100000;75008;2;Appartement;50;2;1263;48.876215;2.316203
10/07/2019;43100000;75008;2;Appartement;160;6;1263;48.876215;2.316203
10/07/2019;43100000;75008;2;Appartement;196;6;1263;48.876215;2.316203
10/07/2019;43100000;75008;2;Appartement;63;3;1263;48.876215;2.316203
10/07/2019;43100000;75008;2;Appartement;145;5;1263;48.876215;2.316203
10/07/2019;43100000;75008;2;Appartement;160;5;1263;48.876215;2.316203
10/07/2019;43100000;75008;3;Dependance;;0;1263;48.876215;2.316203
10/07/2019;43100000;75008;3;Dependance;;0;1263;48.876215;2.316203
10/07/2019;43100000;75008;3;Dependance;;0;1263;48.876215;2.316203
10/07/2019;43100000;75008;2;Appartement;30;1;1263;48.876215;2.316203
10/07/2019;43100000;75008;4;Local_indu_com_ou_assimile;122;0;1263;48.876215;2.316203
10/07/2019;43100000;75008;2;Appartement;84;4;1263;48.876215;2.316203
10/07/2019;43100000;75008;2;Appartement;29;2;1263;48.876215;2.316203
10/07/2019;43100000;75008;4;Local_indu_com_ou_assimile;8;0;1263;48.876215;2.316203
10/07/2019;43100000;75008;4;Local_indu_com_ou_assimile;349;0;1263;48.876215;2.316203
10/07/2019;43100000;75008;4;Local_indu_com_ou_assimile;349;0;1263;48.876215;2.316203
10/07/2019;43100000;75008;4;Local_indu_com_ou_assimile;100;0;1263;48.876215;2.316203
10/07/2019;43100000;75008;2;Appartement;130;4;1263;48.876215;2.316203
10/07/2019;43100000;75008;2;Appartement;38;2;1263;48.876215;2.316203
10/07/2019;43100000;75008;2;Appartement;80;3;1263;48.876215;2.316203
10/07/2019;43100000;75008;2;Appartement;18;1;1263;48.876215;2.316203
10/07/2019;43100000;75008;2;Appartement;6;1;1263;48.876215;2.316203
10/07/2019;43100000;75008;4;Local_indu_com_ou_assimile;331;0;1263;48.876215;2.316203
10/07/2019;43100000;75008;2;Appartement;18;1;1263;48.876215;2.316203
10/07/2019;43100000;75008;2;Appartement;14;1;1263;48.876215;2.316203
10/07/2019;43100000;75008;2;Appartement;15;1;1263;48.876215;2.316203
10/07/2019;43100000;75008;4;Local_indu_com_ou_assimile;356;0;1263;48.876215;2.316203
10/07/2019;43100000;75008;4;Local_indu_com_ou_assimile;190;0;1263;48.876215;2.316203
10/07/2019;43100000;75008;2;Appartement;180;8;1263;48.876215;2.316203
10/07/2019;43100000;75008;3;Dependance;;0;1263;48.876215;2.316203
10/07/2019;43100000;75008;2;Appartement;17;1;1263;48.876215;2.316203
24/06/2019;431347;75003;2;Appartement;32;1;;48.858882;2.358877
27/06/2019;1;75008;;;;;;48.875727;2.305659
11/07/2019;1000000;75001;4;Local_indu_com_ou_assimile;105;0;;48.863545;2.341748
03/07/2019;949230;75003;4;Local_indu_com_ou_assimile;78;0;;48.863236;2.359208
03/07/2019;1100000;75008;3;Dependance;;0;;48.878834;2.319538
03/07/2019;1100000;75008;2;Appartement;135;5;;48.878834;2.319538
28/06/2019;1500000;75003;4;Local_indu_com_ou_assimile;106;0;;48.868361;2.357612
28/06/2019;2272400;75008;2;Appartement;193;5;;48.881554;2.324861
01/07/2019;13000000;75008;2;Appartement;296;5;;48.878628;2.305905
01/07/2019;13000000;75008;2;Appartement;121;4;;48.878628;2.305905
03/07/2019;156000;75003;2;Appartement;19;1;;48.861877;2.361791
