valeur_fonciere,code_postal,type_local,surface,nombre_pieces_principales,month,year
284000,78300,0,41,2,5,2019
284000,78300,0,41,2,5,2020
1035000,75008,0,1272,3,6,2019
1035000,75008,0,1272,3,5,2020
222000,78190,0,75,4,6,2019
222000,78190,0,75,4,5,2020
2800000,75003,0,1272,3,5,2019
2800000,75003,0,1272,3,5,2020
250000,93220,0,58,3,5,2019
250000,93220,0,58,3,5,2020
155000,78300,0,33,1,5,2019
155000,78300,0,33,1,5,2020
405000,75008,0,1272,1,6,2019
598500,78700,1,159,6,6,2019
598500,78700,1,159,6,5,2020
405000,75008,2,1272,7,6,2019
322400,91410,1,131,7,6,2019
322400,91410,1,131,7,5,2020
120000,92320,0,12,1,5,2019
120000,92320,0,12,1,5,2020
250000,75019,0,45,3,5,2019
250000,75019,0,45,3,5,2020
385420,75008,0,1272,2,6,2019
385420,75008,0,1272,2,5,2020
378000,78800,1,75,3,6,2019
378000,78800,1,75,3,5,2020
785000,75003,0,1272,3,6,2019
785000,75003,0,1272,3,5,2020
174000,78300,0,35,1,6,2019
174000,78300,0,35,1,5,2020
130000,75008,2,1272,7,6,2019
163000,78300,0,40,2,6,2019
163000,78300,0,40,2,5,2020
645430,75008,0,1272,2,6,2019
645430,75008,0,1272,2,5,2020
780000,92360,0,120,5,6,2019
780000,92360,0,120,5,5,2020
200000,75003,0,1272,1,5,2019
326000,91540,1,106,5,5,2019
326000,91540,1,106,5,5,2020
810000,75008,0,1272,3,5,2019
810000,75008,0,1272,3,5,2020
245000,93370,0,76,4,5,2019
245000,93370,0,76,4,5,2020
690000,75008,3,1272,7,5,2019
690000,75008,3,1272,7,5,2020
368000,78280,0,81,4,5,2019
368000,78280,0,81,4,5,2020
226000,93370,0,78,4,5,2019
226000,93370,0,78,4,5,2020
5000,75003,0,1272,2,6,2019
5000,75003,0,1272,2,5,2020
220000,91650,0,60,3,6,2019
220000,91650,0,60,3,5,2020
1950025,75008,1,1272,4,6,2019
1950025,75008,1,1272,4,5,2020
418000,92140,0,63,3,6,2019
418000,92140,0,63,3,5,2020
1461500,75008,0,1272,4,6,2019
1461500,75008,0,1272,4,5,2020
340000,78360,0,58,3,6,2019
340000,78360,0,58,3,5,2020
1461500,75008,0,1272,1,6,2019
1461500,75008,0,1272,1,5,2020
217000,91130,0,50,3,6,2019
217000,91130,0,50,3,5,2020
4100000,75008,0,1272,2,6,2019
192000,95340,0,60,3,6,2019
192000,95340,0,60,3,5,2020
155000,78250,0,42,2,6,2019
155000,78250,0,42,2,5,2020
610000,75003,0,1272,3,6,2019
610000,75003,0,1272,3,5,2020
179500,91810,0,41,2,6,2019
179500,91810,0,41,2,5,2020
740000,75001,3,1272,7,6,2019
740000,75001,3,1272,7,5,2020
162000,77100,0,51,2,6,2019
162000,77100,0,51,2,5,2020
49000,75003,2,1272,7,6,2019
235000,78360,0,32,1,6,2019
235000,78360,0,32,1,5,2020
1027000,75008,3,1272,7,6,2019
1027000,75008,3,1272,7,5,2020
211100,77380,0,60,3,6,2019
211100,77380,0,60,3,5,2020
23025000,75008,3,476,7,5,2019
23025000,75008,3,476,7,5,2020
285000,78490,1,71,3,5,2019
285000,78490,1,71,3,5,2020
352600,75008,0,1272,1,6,2019
352600,75008,0,1272,1,5,2020
281105,95300,1,120,6,6,2019
281105,95300,1,120,6,5,2020
370000,75008,0,1272,1,5,2019
170000,91620,0,67,3,5,2019
170000,91620,0,67,3,5,2020
825000,75003,3,1272,7,5,2019
825000,75003,3,1272,7,5,2020
220000,77130,0,89,5,5,2019
220000,77130,0,89,5,5,2020
245000,75008,0,1272,1,6,2019
245000,75008,0,1272,1,5,2020
145000,91680,5,370,4,6,2019
145000,91680,5,370,4,5,2020
497500,75001,0,1272,2,6,2019
497500,75001,0,1272,2,5,2020
139750,91410,0,42,2,6,2019
139750,91410,0,42,2,5,2020
2000000,75003,3,84,7,6,2019
2000000,75003,3,84,7,5,2020
485000,78670,1,125,5,6,2019
279000,91830,1,100,5,5,2019
279000,91830,1,100,5,5,2020
465000,75003,3,1272,7,6,2019
465000,75003,3,1272,7,5,2020
441000,77420,1,110,4,6,2019
441000,77420,1,110,4,5,2020
50000,75008,2,1272,7,5,2019
145000,91680,5,404,4,5,2019
145000,91680,5,404,4,5,2020
1088000,75003,0,1272,3,6,2019
1088000,75003,0,1272,3,5,2020
212000,77170,0,70,3,6,2019
212000,77170,0,70,3,5,2020
239000,77130,1,145,6,5,2020
95000,75001,2,1272,7,6,2019
530000,92600,0,71,4,6,2019
530000,92600,0,71,4,5,2020
30000,75003,2,1272,7,4,2019
30000,75003,2,1272,7,5,2020
477000,91400,1,160,7,4,2019
477000,91400,1,160,7,5,2020
283208,75003,0,1272,2,6,2019
283208,75003,0,1272,2,5,2020
630000,93100,1,105,4,6,2019
630000,93100,1,105,4,5,2020
1176700,75008,3,1272,7,6,2019
1176700,75008,3,1272,7,5,2020
164000,77100,5,400,4,6,2019
164000,77100,5,400,4,5,2020
960000,75003,0,1272,4,5,2019
960000,75003,0,1272,4,5,2020
120000,91520,5,248,4,5,2019
120000,91520,5,248,4,5,2020
75000,75001,2,1272,7,5,2019
990000,93500,0,114,5,5,2019
990000,93500,0,114,5,5,2020
150000,75003,7,39,7,6,2019
150000,75003,7,39,7,5,2020
830000,92160,1,180,7,6,2019
830000,92160,1,180,7,5,2020
3508846,75003,3,269,7,6,2019
3508846,75003,3,269,7,5,2020
384700,92160,0,74,4,6,2019
384700,92160,0,74,4,5,2020
202800,75003,0,1272,1,5,2019
202800,75003,0,1272,1,5,2020
410000,92160,0,81,4,5,2019
410000,92160,0,81,4,5,2020
9000,75008,0,1272,3,6,2019
9000,75008,0,1272,3,5,2020
282000,78300,0,79,4,6,2019
282000,78300,0,79,4,5,2020
1910000,75008,2,1272,7,6,2019
293000,78110,0,33,1,6,2019
293000,78110,0,33,1,5,2020
1910000,75008,0,1272,6,6,2019
1910000,75008,0,1272,6,5,2020
371378,92800,0,52,2,6,2019
371378,92800,0,52,2,5,2020
3000,75008,2,1272,7,5,2019
3000,75008,2,1272,7,5,2020
320536,95450,1,105,5,5,2019
320536,95450,1,105,5,5,2020
501000,78280,1,110,5,5,2019
501000,78280,1,110,5,5,2020
420000,75003,0,1272,2,6,2019
252000,95200,0,73,4,6,2019
252000,95200,0,73,4,5,2020
1750000,75001,3,1272,7,5,2019
1750000,75001,3,1272,7,5,2020
280000,91470,0,76,4,5,2019
280000,91470,0,76,4,5,2020
681000,92140,0,95,4,5,2020
228800,75008,0,1272,1,6,2019
228800,75008,0,1272,1,5,2020
215000,77680,0,60,3,6,2019
215000,77680,0,60,3,5,2020
2000,75003,3,1272,7,6,2019
2000,75003,3,1272,7,5,2020
210000,91540,0,60,3,6,2019
210000,91540,0,60,3,5,2020
200,75003,0,1272,5,6,2019
200,75003,0,1272,5,5,2020
212000,91810,0,55,3,6,2019
212000,91810,0,55,3,5,2020
6500000,75008,0,164,1,6,2019
6500000,75008,0,164,1,5,2020
222000,93700,0,54,3,6,2019
222000,93700,0,54,3,5,2020
6500000,75008,0,164,3,6,2019
6500000,75008,0,164,3,5,2020
636000,78280,1,160,6,6,2019
636000,78280,1,160,6,5,2020
222000,91220,0,72,3,6,2019
222000,91220,0,72,3,5,2020
6500000,75008,0,164,2,6,2019
6500000,75008,0,164,2,5,2020
205000,91220,0,55,3,6,2019
205000,91220,0,55,3,5,2020
219000,91220,0,62,3,6,2019
219000,91220,0,62,3,5,2020
69900,91220,0,18,1,6,2019
69900,91220,0,18,1,5,2020
589600,75001,0,1272,7,6,2019
589600,75001,0,1272,7,5,2020
319900,91220,1,131,6,6,2019
319900,91220,1,131,6,5,2020
589600,75001,2,1272,7,6,2019
589600,75001,2,1272,7,5,2020
106300,91290,0,30,1,6,2019
106300,91290,0,30,1,5,2020
2360400,75001,0,1272,7,6,2019
2360400,75001,0,1272,7,5,2020
376200,91220,1,135,8,6,2019
376200,91220,1,135,8,5,2020
228000,75003,0,1272,2,5,2019
228000,75003,0,1272,2,5,2020
378000,91220,1,115,6,5,2019
378000,91220,1,115,6,5,2020
1415000,75008,0,1272,5,6,2019
1415000,75008,0,1272,5,5,2020
155000,91220,0,39,2,6,2019
155000,91220,0,39,2,5,2020
2500000,75008,3,1272,7,6,2019
2500000,75008,3,1272,7,5,2020
149900,91240,0,52,2,6,2019
149900,91240,0,52,2,5,2020
30000,75008,2,1272,7,6,2019
450000,91220,1,129,6,6,2019
450000,91220,1,129,6,5,2020
10000000,75008,3,1272,7,6,2019
10000000,75008,3,1272,7,5,2020
1290000,92250,1,170,7,6,2019
1290000,92250,1,170,7,5,2020
590000,75008,3,1272,7,5,2019
590000,75008,3,1272,7,5,2020
1050000,92800,1,160,6,5,2019
1050000,92800,1,160,6,5,2020
208000,75003,0,1272,1,6,2019
208000,75003,0,1272,1,5,2020
1080000,75016,0,150,5,6,2019
1080000,75016,0,150,5,5,2020
100000,75003,2,1272,7,6,2019
100000,75003,2,1272,7,5,2020
327000,95380,1,105,6,6,2019
327000,95380,1,105,6,5,2020
447000,75003,0,1272,2,6,2019
442000,75008,0,1272,3,6,2019
442000,75008,0,1272,3,5,2020
1365000,75016,0,190,4,6,2019
1365000,75016,0,190,4,5,2020
550300,75008,0,1272,2,6,2019
550300,75008,0,1272,2,5,2020
249000,78440,1,57,3,6,2019
249000,78440,1,57,3,5,2020
645000,75001,0,1272,3,6,2019
645000,75001,0,1272,3,5,2020
200000,91270,5,400,4,6,2019
200000,91270,5,400,4,5,2020
300000,75003,0,1272,1,6,2019
1570000,92100,1,250,5,6,2019
1570000,92100,1,250,5,5,2020
923000,75003,3,1272,7,6,2019
923000,75003,3,1272,7,5,2020
733950,93250,1,170,8,6,2019
733950,93250,1,170,8,5,2020
1287500,75003,0,1272,3,6,2019
1287500,75003,0,1272,3,5,2020
173000,77860,5,720,4,6,2019
173000,77860,5,720,4,5,2020
220000,75003,0,1272,6,6,2019
220000,75003,0,1272,6,5,2020
103000,77133,5,377,4,6,2019
103000,77133,5,377,4,5,2020
510000,75001,0,1272,2,5,2019
510000,75001,0,1272,2,5,2020
2300000,92330,1,10,4,5,2019
2300000,92330,1,10,4,5,2020
495000,75003,0,1272,2,5,2019
495000,75003,0,1272,2,5,2020
216000,78300,0,61,3,5,2019
216000,78300,0,61,3,5,2020
600000,75001,3,1272,7,6,2019
600000,75001,3,1272,7,5,2020
724000,78360,0,97,5,6,2019
724000,78360,0,97,5,5,2020
3000000,75001,3,1272,7,6,2019
3000000,75001,3,1272,7,5,2020
338000,94350,0,63,3,6,2019
338000,94350,0,63,3,5,2020
70000,75008,2,1272,7,6,2019
425000,95580,0,84,4,6,2019
425000,95580,0,84,4,5,2020
4000000,75001,3,1272,7,5,2019
4000000,75001,3,1272,7,5,2020
375000,77600,1,84,4,5,2019
375000,77600,1,84,4,5,2020
216000,91470,0,55,3,5,2019
216000,91470,0,55,3,5,2020
244000,95520,0,57,3,5,2019
244000,95520,0,57,3,5,2020
188000,78190,0,57,3,5,2019
188000,78190,0,57,3,5,2020
1050000,75008,2,1272,7,6,2019
301000,95580,0,61,3,6,2019
301000,95580,0,61,3,5,2020
1050000,75008,0,1272,3,6,2019
196000,91470,0,46,2,6,2019
196000,91470,0,46,2,5,2020
7220,75001,0,1272,1,6,2019
7220,75001,0,1272,1,5,2020
188000,95520,0,41,2,6,2019
188000,95520,0,41,2,5,2020
482330,75003,0,1272,1,6,2019
482330,75003,0,1272,1,5,2020
149900,77176,0,98,4,6,2019
149900,77176,0,98,4,5,2020
85000,75008,2,1272,7,6,2019
85000,75008,2,1272,7,5,2020
350000,95100,1,114,6,6,2019
350000,95100,1,114,6,5,2020
650000,75003,0,1272,3,6,2019
650000,75003,0,1272,3,5,2020
315000,78300,0,83,5,6,2019
315000,78300,0,83,5,5,2020
2082900,75008,0,1272,5,6,2019
2082900,75008,0,1272,5,5,2020
339000,91470,1,96,5,6,2019
339000,91470,1,96,5,5,2020
1850000,75001,0,1272,3,6,2019
1850000,75001,0,1272,3,5,2020
695000,92140,0,97,5,6,2019
840000,75008,0,1272,2,6,2019
840000,75008,0,1272,2,5,2020
274000,95520,0,70,4,6,2019
274000,95520,0,70,4,5,2020
359856,75003,0,1272,2,6,2019
359856,75003,0,1272,2,5,2020
174000,93700,0,39,2,6,2019
174000,93700,0,39,2,5,2020
450000,75001,0,1272,2,6,2019
450000,75001,0,1272,2,5,2020
210000,94350,0,32,1,6,2019
210000,94350,0,32,1,5,2020
299000,95700,1,87,5,6,2019
299000,95700,1,87,5,5,2020
43000,75008,3,1272,7,6,2019
43000,75008,3,1272,7,5,2020
160000,95670,1,20,1,6,2019
160000,95670,1,20,1,5,2020
2100000,75008,0,1272,6,6,2019
2100000,75008,0,1272,6,5,2020
222000,95190,1,75,3,6,2019
222000,95190,1,75,3,5,2020
520000,75003,3,1272,7,6,2019
289000,95380,1,111,6,6,2019
289000,95380,1,111,6,5,2020
520000,75003,0,1272,2,6,2019
520000,75003,0,1272,2,5,2020
299000,95670,1,120,5,6,2019
299000,95670,1,120,5,5,2020
142000,93300,0,49,2,6,2019
142000,93300,0,49,2,5,2020
511200,75008,0,1272,2,6,2019
511200,75008,0,1272,2,5,2020
260000,77240,1,70,4,6,2019
260000,77240,1,70,4,5,2020
115000,75008,0,1272,1,6,2019
573000,77120,1,238,8,6,2019
2157200,75008,2,1272,7,6,2019
2157200,75008,2,1272,7,5,2020
400000,78280,1,80,4,6,2019
400000,78280,1,80,4,5,2020
2157200,75008,0,1272,5,6,2019
2157200,75008,0,1272,5,5,2020
570000,91450,1,216,6,6,2019
570000,91450,1,216,6,5,2020
760000,75008,0,1272,3,6,2019
760000,75008,0,1272,3,5,2020
360500,93130,1,103,6,6,2019
360500,93130,1,103,6,5,2020
160000,75008,0,1272,1,6,2019
401000,78620,0,62,3,6,2019
401000,78620,0,62,3,5,2020
678300,75001,0,1272,1,6,2019
678300,75001,0,1272,1,5,2020
230000,78300,0,61,3,6,2019
60000,75008,2,1272,7,6,2019
270000,95580,0,50,2,6,2019
270000,95580,0,50,2,5,2020
365749,75002,6,240,4,6,2019
365749,75002,6,240,4,5,2020
500,75001,0,1272,2,6,2019
500,75001,0,1272,2,5,2020
8000,77700,4,12,4,6,2019
8000,77700,4,12,4,5,2020
586500,75008,0,1272,2,6,2019
586500,75008,0,1272,2,5,2020
554000,78240,0,106,5,6,2019
554000,78240,0,106,5,5,2020
2238685,75008,2,1272,7,6,2019
2238685,75008,2,1272,7,5,2020
505000,78360,0,89,4,6,2019
505000,78360,0,89,4,5,2020
2238685,75008,0,1272,4,6,2019
2238685,75008,0,1272,4,5,2020
274000,91130,0,75,4,6,2019
274000,91130,0,75,4,5,2020
2020000,75008,0,1272,6,6,2019
2020000,75008,0,1272,6,5,2020
76500,77540,5,269,4,6,2019
76500,77540,5,269,4,5,2020
80000,75008,2,1272,7,6,2019
361000,77700,0,79,4,6,2019
93500,75003,0,1272,2,6,2019
93500,75003,0,1272,2,5,2020
255000,91940,0,65,3,6,2019
255000,91940,0,65,3,5,2020
180000,75003,0,1272,1,6,2019
180000,75003,0,1272,1,5,2020
189990,95100,0,49,2,6,2019
189990,95100,0,49,2,5,2020
500000,75008,3,1272,7,6,2019
500000,75008,3,1272,7,5,2020
195000,77460,1,128,5,6,2019
195000,77460,1,128,5,5,2020
109500,75003,3,1272,7,6,2019
109500,75003,3,1272,7,5,2020
12000,94800,4,12,4,6,2019
12000,94800,4,12,4,5,2020
231000,95320,0,45,2,6,2019
231000,95320,0,45,2,5,2020
295000,75001,3,1272,7,6,2019
295000,75001,3,1272,7,5,2020
600000,95240,0,123,6,6,2019
600000,95240,0,123,6,5,2020
884650,75008,2,1272,7,6,2019
884650,75008,2,1272,7,5,2020
521381,94420,1,105,6,6,2019
521381,94420,1,105,6,5,2020
884650,75008,0,1272,3,6,2019
884650,75008,0,1272,3,5,2020
240000,95470,1,127,5,6,2019
240000,95470,1,127,5,5,2020
35000,75008,2,1272,7,6,2019
159900,95130,0,88,5,6,2019
159900,95130,0,88,5,5,2020
54000,75001,2,1272,7,6,2019
980000,92160,1,150,6,6,2019
980000,92160,1,150,6,5,2020
2300000,75008,0,1272,6,6,2019
2300000,75008,0,1272,6,5,2020
288000,92110,0,35,1,6,2019
75000,75003,0,1272,2,6,2019
75000,75003,0,1272,2,5,2020
286037,91130,1,83,4,6,2019
286037,91130,1,83,4,5,2020
69000,75001,0,1272,1,6,2019
69000,75001,0,1272,1,5,2020
657760,75003,0,1272,2,6,2019
657760,75003,0,1272,2,5,2020
149000,78820,5,373,4,6,2019
2600000,75008,3,1272,7,6,2019
2600000,75008,3,1272,7,5,2020
296500,77000,1,119,6,6,2019
296500,77000,1,119,6,5,2020
675000,78510,1,191,6,6,2019
675000,78510,1,191,6,5,2020
870000,75001,0,1272,3,6,2019
870000,75001,0,1272,3,5,2020
205000,78200,0,75,4,6,2019
205000,78200,0,75,4,5,2020
705000,75001,0,1272,1,6,2019
705000,75001,0,1272,1,5,2020
344500,77170,1,130,6,6,2019
344500,77170,1,130,6,5,2020
315000,75003,0,1272,2,7,2019
315000,75003,0,1272,2,5,2020
415000,92160,5,381,4,7,2019
415000,92160,5,381,4,5,2020
1056750,75008,0,1272,5,6,2019
1056750,75008,0,1272,5,5,2020
6000,77380,4,12,4,6,2019
6000,77380,4,12,4,5,2020
1056750,75008,2,1272,7,6,2019
1056750,75008,2,1272,7,5,2020
423000,77410,1,141,7,6,2019
423000,77410,1,141,7,5,2020
103000,75001,2,1272,7,6,2019
103000,75001,2,1272,7,5,2020
274000,77270,0,99,4,6,2019
274000,77270,0,99,4,5,2020
1800000,75008,0,1272,5,6,2019
1800000,75008,0,1272,5,5,2020
119900,91000,0,34,1,6,2019
119900,91000,0,34,1,5,2020
550000,75003,0,1272,1,6,2019
550000,75003,0,1272,1,5,2020
178000,77500,0,54,2,6,2019
178000,77500,0,54,2,5,2020
35000,75003,3,1272,7,6,2019
155000,91310,5,696,4,6,2019
155000,91310,5,696,4,5,2020
250000,75003,3,1272,7,6,2019
525000,75020,0,60,2,6,2019
525000,75020,0,60,2,5,2020
1460000,75008,2,1272,7,7,2019
1460000,75008,2,1272,7,5,2020
118250,91200,0,28,1,7,2019
118250,91200,0,28,1,5,2020
1460000,75008,0,1272,5,7,2019
1460000,75008,0,1272,5,5,2020
380300,94490,0,84,4,7,2019
380300,94490,0,84,4,5,2020
380000,75003,0,1272,2,6,2019
1399000,95650,1,495,10,6,2019
702500,75003,0,1272,3,6,2019
702500,75003,0,1272,3,5,2020
167000,78580,5,345,4,6,2019
167000,78580,5,345,4,5,2020
1300000,75003,0,1272,2,6,2019
1300000,75003,0,1272,2,5,2020
165000,94290,0,51,2,6,2019
165000,94290,0,51,2,5,2020
290000,75003,0,1272,2,6,2019
290000,75003,0,1272,2,5,2020
390900,77400,1,151,6,6,2019
390900,77400,1,151,6,5,2020
41000,75008,2,1272,7,6,2019
41000,75008,2,1272,7,5,2020
210000,95800,0,80,4,6,2019
210000,95800,0,80,4,5,2020
2450000,75008,3,1272,7,6,2019
240000,91330,5,1350,4,6,2019
240000,91330,5,1350,4,5,2020
43000,75003,2,1272,7,6,2019
43000,75003,2,1272,7,5,2020
195000,93600,0,70,4,6,2019
195000,93600,0,70,4,5,2020
425000,75001,0,1272,3,7,2019
425000,75001,0,1272,3,5,2020
369000,78955,0,100,5,7,2019
369000,78955,0,100,5,5,2020
2583542,75001,0,1272,6,6,2019
2583542,75001,0,1272,6,5,2020
180000,94240,0,29,1,6,2019
180000,94240,0,29,1,5,2020
253000,75008,3,1272,7,6,2019
253000,75008,3,1272,7,5,2020
520000,75020,0,57,3,6,2019
520000,75020,0,57,3,5,2020
253000,75008,0,1272,2,6,2019
253000,75008,0,1272,2,5,2020
1645000,75019,0,144,6,6,2019
1645000,75019,0,144,6,5,2020
1452250,75008,0,1272,2,6,2019
1452250,75008,0,1272,2,5,2020
370000,93160,0,79,4,6,2019
370000,93160,0,79,4,5,2020
1452250,75008,3,1272,7,6,2019
1452250,75008,3,1272,7,5,2020
235000,77310,1,79,4,6,2019
235000,77310,1,79,4,5,2020
204000,75003,0,1272,1,6,2019
495000,77170,1,170,8,6,2019
495000,77170,1,170,8,5,2020
490000,75003,0,1272,2,6,2019
490000,75003,0,1272,2,5,2020
189000,95130,5,143,4,6,2019
189000,95130,5,143,4,5,2020
378180,75001,0,1272,2,6,2019
378180,75001,0,1272,2,5,2020
182000,75008,0,1272,1,6,2019
182000,75008,0,1272,1,5,2020
230000,75001,0,1272,1,7,2019
480000,77190,1,175,7,7,2019
480000,77190,1,175,7,5,2020
120000,75008,0,1272,2,6,2019
120000,75008,0,1272,2,5,2020
40000,75001,2,1272,7,6,2019
40000,75001,2,1272,7,5,2020
360000,75008,3,1272,7,6,2019
360000,75008,3,1272,7,5,2020
245000,78270,1,101,5,6,2019
245000,78270,1,101,5,5,2020
22000,75001,0,1272,1,6,2019
22000,75001,0,1272,1,5,2020
150000,78840,1,67,3,6,2019
150000,78840,1,67,3,5,2020
2000,75003,0,1272,1,6,2019
2000,75003,0,1272,1,5,2020
155000,78270,0,70,3,6,2019
155000,78270,0,70,3,5,2020
23000,75008,2,1272,7,6,2019
23000,75008,2,1272,7,5,2020
100000,78270,0,32,2,6,2019
100000,78270,0,32,2,5,2020
3000,75003,0,1272,3,6,2019
3000,75003,0,1272,3,5,2020
220000,78270,1,96,4,6,2019
220000,78270,1,96,4,5,2020
144000,75001,0,1272,1,6,2019
144000,75001,0,1272,1,5,2020
265000,91140,0,80,4,6,2019
265000,91140,0,80,4,5,2020
235000,75008,0,1272,1,6,2019
235000,75008,0,1272,1,5,2020
289000,95290,1,80,5,6,2019
289000,95290,1,80,5,5,2020
235000,75003,0,1272,1,6,2019
410000,95290,1,160,7,6,2019
410000,95290,1,160,7,5,2020
215000,75008,0,1272,1,6,2019
215000,75008,0,1272,1,5,2020
179000,95290,5,322,4,6,2019
179000,95290,5,322,4,5,2020
921500,75008,0,1272,2,6,2019
921500,75008,0,1272,2,5,2020
499000,95290,0,73,4,6,2019
499000,95290,0,73,4,5,2020
850000,75003,3,1272,7,7,2019
399000,95760,1,132,5,7,2019
399000,95760,1,132,5,5,2020
271000,95630,0,82,4,7,2019
271000,95630,0,82,4,5,2020
320000,75003,0,1272,1,6,2019
547000,95290,1,165,7,6,2019
547000,95290,1,165,7,5,2020
542000,75008,0,1272,2,6,2019
542000,75008,0,1272,2,5,2020
189000,95290,0,68,4,6,2019
189000,95290,0,68,4,5,2020
2570000,75003,0,1272,5,6,2019
2570000,75003,0,1272,5,5,2020
668000,95620,1,212,10,6,2019
668000,95620,1,212,10,5,2020
1730000,75008,0,1272,4,6,2019
1730000,75008,0,1272,4,5,2020
483000,94190,1,169,7,6,2019
483000,94190,1,169,7,5,2020
4055789,75008,0,1272,6,7,2019
4055789,75008,0,1272,6,5,2020
499000,77410,1,142,6,7,2019
499000,77410,1,142,6,5,2020
4055789,75008,2,1272,7,7,2019
4055789,75008,2,1272,7,5,2020
184000,91400,5,300,4,7,2019
184000,91400,5,300,4,5,2020
4055789,75008,0,1272,2,7,2019
4055789,75008,0,1272,2,5,2020
650000,91620,1,168,6,7,2019
650000,91620,1,168,6,5,2020
1557440,75008,3,1272,7,6,2019
1557440,75008,3,1272,7,5,2020
352790,95000,1,120,7,6,2019
42560,75008,3,1272,7,6,2019
42560,75008,3,1272,7,5,2020
730000,95240,1,263,8,6,2019
730000,95240,1,263,8,5,2020
3508846,75003,0,1272,3,6,2019
335000,95430,1,100,5,6,2019
410000,75008,0,1272,2,6,2019
410000,75008,0,1272,2,5,2020
480000,78955,1,139,5,6,2019
480000,78955,1,139,5,5,2020
90000,75008,0,1272,1,6,2019
90000,75008,0,1272,1,5,2020
278862,75015,0,22,1,6,2019
278862,75015,0,22,1,5,2020
725000,75020,0,63,3,6,2019
725000,75020,0,63,3,5,2020
500000,75003,0,1272,2,7,2019
500000,75003,0,1272,2,5,2020
595000,92370,0,4,4,7,2019
595000,92370,0,4,4,5,2020
615000,75003,0,1272,2,7,2019
615000,75003,0,1272,2,5,2020
279000,94140,0,45,2,7,2019
279000,94140,0,45,2,5,2020
185000,75008,0,1272,1,7,2019
185000,75008,0,1272,1,5,2020
224000,78990,0,81,4,7,2019
224000,78990,0,81,4,5,2020
3700000,75008,2,1272,7,7,2019
3700000,75008,2,1272,7,5,2020
529000,94170,1,85,4,7,2019
529000,94170,1,85,4,5,2020
3700000,75008,0,1272,6,7,2019
3700000,75008,0,1272,6,5,2020
340000,78270,1,215,9,7,2019
445000,92700,0,66,3,7,2019
445000,92700,0,66,3,5,2020
95000,91590,5,405,4,7,2019
95000,91590,5,405,4,5,2020
807750,75003,0,1272,3,6,2019
807750,75003,0,1272,3,5,2020
4200000,77140,1,700,20,6,2019
4200000,77140,1,700,20,5,2020
2580800,75008,0,1272,7,6,2019
2580800,75008,0,1272,7,5,2020
553000,75018,0,48,2,6,2019
553000,75018,0,48,2,5,2020
500,7,7,1272,7,6,2019
500,7,7,1272,7,5,2020
28000,75009,4,11,4,6,2019
28000,75009,4,11,4,5,2020
20000,75008,3,1272,7,6,2019
20000,75008,3,1272,7,5,2020
110000,91150,5,531,4,6,2019
110000,91150,5,531,4,5,2020
392523,75008,0,1272,1,6,2019
392523,75008,0,1272,1,5,2020
408915,95320,1,75,4,6,2019
408915,95320,1,75,4,5,2020
89000,75008,2,1272,7,6,2019
89000,75008,2,1272,7,5,2020
4200000,77000,1,750,15,6,2019
4200000,77000,1,750,15,5,2020
72000000,75008,7,423,7,6,2019
72000000,75008,7,423,7,5,2020
507000,93160,1,140,5,6,2019
507000,93160,1,140,5,5,2020
72000000,75008,3,957,7,6,2019
72000000,75008,3,957,7,5,2020
396690,94350,1,95,5,6,2019
396690,94350,1,95,5,5,2020
395000,77860,1,150,6,6,2019
395000,77860,1,150,6,5,2020
520000,93160,1,145,7,6,2019
520000,93160,1,145,7,5,2020
390000,94510,1,115,5,6,2019
390000,94510,1,115,5,5,2020
505000,94350,1,142,7,6,2019
505000,94350,1,142,7,5,2020
477000,94350,1,120,5,6,2019
477000,94350,1,120,5,5,2020
530000,92110,0,72,4,6,2019
530000,92110,0,72,4,5,2020
990000,75006,0,55,3,6,2019
990000,75006,0,55,3,5,2020
340000,92350,0,62,3,6,2019
340000,92350,0,62,3,5,2020
72000000,75008,7,4,7,6,2019
72000000,75008,7,4,7,5,2020
417000,77300,1,190,7,6,2019
417000,77300,1,190,7,5,2020
74000,75008,2,1272,7,7,2019
225000,78480,0,66,3,7,2019
225000,78480,0,66,3,5,2020
1280000,75006,0,81,2,7,2019
1280000,75006,0,81,2,5,2020
2485000,75008,0,1272,6,6,2019
2485000,75008,0,1272,6,5,2020
229000,94500,0,71,3,6,2019
229000,94500,0,71,3,5,2020
190000,75008,0,1272,1,6,2019
732500,75008,0,1272,2,5,2019
732500,75008,0,1272,2,5,2020
319000,91440,1,83,4,5,2019
319000,91440,1,83,4,5,2020
655500,75003,0,1272,2,6,2019
655500,75003,0,1272,2,5,2020
199000,93200,1,73,3,6,2019
199000,93200,1,73,3,5,2020
525000,75008,0,1272,4,6,2019
525000,75008,0,1272,4,5,2020
294000,95880,0,82,4,6,2019
294000,95880,0,82,4,5,2020
1730000,75008,0,1272,5,6,2019
1730000,75008,0,1272,5,5,2020
259000,77290,1,80,4,6,2019
259000,77290,1,80,4,5,2020
1730000,75008,2,1272,7,6,2019
1730000,75008,2,1272,7,5,2020
138000,78200,0,35,2,6,2019
138000,78200,0,35,2,5,2020
1730000,75008,0,1272,6,6,2019
1730000,75008,0,1272,6,5,2020
1130000,92600,1,110,7,6,2019
1130000,92600,1,110,7,5,2020
570000,75003,0,1272,3,7,2019
