valeur_fonciere,code_postal,type_local,surface,nombre_pieces_principales,month,year
2700000,75016,0,1272,7,7,2019
2700000,75016,3,1272,7,7,2019
1000000,75016,0,1272,3,8,2019
571805,75016,0,1272,3,7,2019
830000,75016,0,1272,4,7,2019
355000,75016,2,1272,7,8,2019
355000,75016,0,1272,1,8,2019
1800000,75016,0,1272,5,7,2019
162000,75016,3,1272,7,7,2019
317400,75016,0,1272,1,7,2019
45200,75016,2,1272,7,8,2019
757000,75016,0,1272,3,7,2019
500,75016,0,1272,4,7,2019
500,75016,3,1272,7,7,2019
20000,75016,2,1272,7,8,2019
295000,75016,0,1272,2,7,2019
765000,75016,3,1272,7,7,2019
283600,75016,0,1272,1,7,2019
1511900,75016,0,1272,3,6,2019
40000,75016,2,1272,7,8,2019
900000,75016,0,1272,4,7,2019
900000,75016,0,1272,1,7,2019
879800,75016,0,1272,3,7,2019
660250,75016,0,1272,3,7,2019
270000,75016,0,1272,3,8,2019
270000,75016,2,1272,7,8,2019
241500,75016,0,1272,1,7,2019
493500,75016,0,1272,2,8,2019
534400,75016,0,1272,2,7,2019
64500,75016,0,1272,1,8,2019
64500,75016,7,610,7,8,2019
480500,75016,0,1272,1,7,2019
480500,75016,2,1272,7,7,2019
1200000,75016,0,1272,5,8,2019
422000,75016,0,1272,2,7,2019
695700,75016,3,1272,7,8,2019
695700,75016,2,1272,7,8,2019
315000,75016,3,1272,7,7,2019
1050000,75016,0,1272,3,8,2019
900000,75016,0,1272,4,8,2019
125000,75016,2,1272,7,8,2019
57000,75016,2,1272,7,8,2019
5096154,75016,2,1272,7,7,2019
5096154,75016,0,1272,11,7,2019
5096154,75016,0,1272,1,7,2019
780000,75016,3,1272,7,8,2019
1329350,75016,0,1272,4,7,2019
607000,75016,0,1272,3,7,2019
1538744,75016,0,1272,5,7,2019
80000,75016,0,1272,6,7,2019
709430,75016,0,1272,2,8,2019
317000,75016,0,1272,2,7,2019
140000,75016,0,1272,1,7,2019
205000,75016,0,1272,1,8,2019
1000000,75016,2,1272,7,7,2019
1000000,75016,0,1272,3,7,2019
940000,75016,0,1272,4,8,2019
377846,75016,0,1272,2,7,2019
4200,75016,2,1272,7,7,2019
764600,75016,0,1272,3,7,2019
17400000,75016,0,1272,2,7,2019
17400000,75016,2,1272,7,7,2019
17400000,75016,0,1272,8,7,2019
17400000,75016,3,1272,7,7,2019
17400000,75016,0,1272,6,7,2019
17400000,75016,0,1272,5,7,2019
442500,75016,3,1272,7,7,2019
220000,75016,0,1272,1,7,2019
908000,75016,3,1272,7,7,2019
165000,75016,0,1272,1,7,2019
210000,75016,2,1272,7,8,2019
3508846,75016,0,1272,2,8,2019
45000,75016,2,1272,7,8,2019
106000,75016,2,1272,7,8,2019
110000,75016,2,1272,7,8,2019
300000,75016,3,1272,7,8,2019
110000,75016,0,1272,1,8,2019
443000,75016,0,1272,2,8,2019
1725025,75016,0,1272,4,8,2019
721000,75016,0,1272,3,8,2019
721000,75016,2,1272,7,8,2019
3500000,75016,0,1272,7,7,2019
3500000,75016,2,1272,7,7,2019
190000,75016,0,1272,1,8,2019
2485000,75016,2,1272,7,8,2019
2485000,75016,0,1272,6,8,2019
1052479,75016,0,1272,2,8,2019
520000,75016,0,1272,1,7,2019
670000,75016,0,1272,3,8,2019
670000,75016,2,1272,7,8,2019
985900,75016,0,1272,5,8,2019
985900,75016,2,1272,7,8,2019
1038000,75016,0,1272,3,8,2019
1038000,75016,2,1272,7,8,2019
130000,75016,0,1272,1,8,2019
1200000,75016,0,1272,4,8,2019
180000,75016,2,1272,7,7,2019
800000,75016,0,1272,4,7,2019
53000,75016,0,1272,4,8,2019
829800,75016,0,1272,4,7,2019
829800,75016,2,1272,7,7,2019
640000,75016,0,1272,1,8,2019
640000,75016,2,1272,7,8,2019
710000,75016,2,1272,7,8,2019
710000,75016,3,1272,7,8,2019
620840,75016,0,1272,7,7,2019
200500,75016,2,1272,7,8,2019
1685000,75016,2,1272,7,8,2019
1685000,75016,0,1272,4,8,2019
401700,75016,0,1272,1,8,2019
120000,75016,0,1272,1,7,2019
178000,75016,3,1272,7,8,2019
636000,75016,0,1272,4,8,2019
1300000,75016,0,1272,2,8,2019
2550000,75016,0,1272,8,7,2019
668000,75016,0,1272,3,8,2019
1700000,75016,0,1272,1,8,2019
1700000,75016,0,1272,6,8,2019
295000,75016,0,1272,1,8,2019
178585,75016,0,1272,1,8,2019
1335000,75016,2,1272,7,7,2019
1335000,75016,0,1272,4,7,2019
1120000,75016,0,1272,4,7,2019
1120000,75016,2,1272,7,7,2019
2040000,75016,0,1272,6,7,2019
1687950,75016,0,1272,6,8,2019
70000,75016,2,1272,7,8,2019
2190000,75016,0,1272,5,8,2019
339000,75016,0,1272,2,7,2019
1200000,75016,2,1272,7,8,2019
1040000,75016,3,1272,7,8,2019
1040000,75016,0,1272,4,8,2019
450000,75016,3,1272,7,7,2019
1618000,75016,0,1272,4,8,2019
1573000,75016,0,1272,5,8,2019
1573000,75016,2,1272,7,8,2019
1400000,75016,0,1272,3,8,2019
3508846,75016,0,1272,5,8,2019
3508846,75016,2,1272,7,8,2019
1141027,75016,0,1272,3,8,2019
1090000,75016,0,1272,4,8,2019
240000,75016,0,1272,1,8,2019
286000,75016,0,1272,1,8,2019
1668400,75016,3,1272,7,7,2019
2293500,75016,2,1272,7,8,2019
2293500,75016,0,1272,4,8,2019
57500,75016,0,1272,6,8,2019
934000,75016,0,1272,3,8,2019
599000,75016,0,1272,3,8,2019
535000,75016,0,1272,2,8,2019
413070,75016,0,1272,2,8,2019
128850,75016,2,1272,7,8,2019
40800,75016,2,1272,7,8,2019
480000,75016,0,1272,2,8,2019
870000,75016,0,1272,3,8,2019
290000,75016,0,1272,1,8,2019
787650,75016,0,1272,3,9,2019
664000,75016,2,1272,7,7,2019
664000,75016,0,1272,2,7,2019
664000,75016,0,1272,4,7,2019
408150,75016,0,1272,2,8,2019
300000,75016,0,1272,1,8,2019
835000,75016,2,1272,7,8,2019
835000,75016,0,1272,3,8,2019
500000,75016,0,1272,3,9,2019
987100,75016,0,1272,4,8,2019
1625600,75016,0,1272,5,9,2019
550000,75016,0,1272,4,8,2019
150000,75016,0,1272,1,8,2019
1500000,75016,1,73,6,8,2019
1440000,75016,0,1272,3,8,2019
1149700,75016,0,1272,3,8,2019
90000,75016,2,1272,7,9,2019
770000,75016,0,1272,3,8,2019
335000,75016,0,1272,1,8,2019
145000,75016,2,1272,7,9,2019
510000,75016,0,1272,3,8,2019
35000,75016,2,1272,7,9,2019
1200000,75016,0,1272,5,9,2019
369372,75016,0,1272,3,9,2019
530000,75016,0,1272,2,8,2019
530000,75016,2,1272,7,8,2019
293807,75016,0,1272,1,9,2019
1816100,75016,0,1272,5,9,2019
1816100,75016,2,1272,7,9,2019
741100,75016,2,1272,7,8,2019
741100,75016,3,1272,7,8,2019
344000,75016,0,1272,2,8,2019
485850,75016,0,1272,2,8,2019
1327500,75016,0,1272,3,9,2019
1327500,75016,0,1272,2,9,2019
45000,75016,2,1272,7,9,2019
910000,75016,0,1272,3,8,2019
913050,75016,0,1272,4,9,2019
500,75016,2,1272,7,8,2019
1063830,75016,0,1272,4,9,2019
4721700,75016,0,209,6,9,2019
4721700,75016,0,209,3,9,2019
228000,75016,0,1272,1,9,2019
1450000,75016,0,1272,5,8,2019
50760,75016,2,1272,7,9,2019
2951000,75016,0,1272,7,8,2019
410000,75016,0,1272,3,9,2019
531250,75016,0,1272,2,8,2019
533200,75016,0,1272,1,9,2019
3508846,75016,3,1272,7,9,2019
731707,75016,0,1272,3,9,2019
1925869,75016,0,1272,3,9,2019
795000,75016,3,1272,7,8,2019
161500,75016,0,1272,1,8,2019
558050,75016,0,1272,2,8,2019
800000,75016,0,1272,2,8,2019
1065600,75016,0,1272,3,8,2019
400000,75016,0,1272,2,9,2019
275000,75016,0,1272,1,8,2019
172000,75016,2,1272,7,8,2019
600000,75016,0,1272,2,9,2019
665000,75016,0,1272,3,9,2019
340000,75016,0,1272,2,9,2019
437500,75016,0,1272,1,8,2019
970000,75016,2,1272,7,8,2019
970000,75016,0,1272,3,8,2019
212500,75016,0,1272,1,9,2019
1055100,75016,2,1272,7,9,2019
1055100,75016,0,1272,4,9,2019
1200000,75016,0,1272,3,9,2019
755000,75016,0,1272,4,9,2019
442000,75016,0,1272,2,9,2019
750000,75016,0,1272,2,8,2019
1124600,75016,2,1272,7,9,2019
1124600,75016,0,1272,4,9,2019
630000,75016,0,1272,2,8,2019
267000,75016,0,1272,1,8,2019
50000,75016,2,1272,7,8,2019
50000,75016,0,1272,4,8,2019
168200,75016,2,1272,7,9,2019
332400,75016,0,1272,2,8,2019
450000,75016,0,1272,1,9,2019
1500,75016,0,1272,7,9,2019
399000,75016,0,1272,1,9,2019
400000,75016,0,1272,2,8,2019
922500,75016,0,1272,4,9,2019
515000,75016,0,1272,1,9,2019
756000,75016,0,1272,3,9,2019
926903,75016,0,1272,4,7,2019
617000,75016,0,1272,2,9,2019
2981400,75016,2,1272,7,7,2019
2981400,75016,0,1272,4,7,2019
1400000,75016,2,1272,7,9,2019
1400000,75016,0,1272,4,9,2019
70000,75016,2,1272,7,9,2019
50000,75016,2,1272,7,9,2019
315000,75016,0,1272,1,9,2019
58000,75016,2,1272,7,8,2019
439000,75016,0,1272,1,9,2019
330850,75016,0,1272,2,9,2019
960000,75016,0,1272,10,9,2019
218000,75016,0,1272,1,8,2019
180000,75016,2,1272,7,8,2019
35000,75016,2,1272,7,8,2019
370000,75016,0,1272,2,9,2019
72000,75016,2,1272,7,9,2019
1275000,75016,2,1272,7,9,2019
1275000,75016,0,1272,6,9,2019
1154300,75016,0,1272,4,8,2019
794260,75016,0,1272,2,9,2019
181000,75016,0,1272,1,8,2019
1020000,75016,0,1272,3,9,2019
120000,75016,0,1272,1,9,2019
473000,75016,0,1272,2,9,2019
730000,75016,3,1272,7,9,2019
1100000,75016,0,1272,3,9,2019
2584900,75016,0,1272,5,8,2019
495000,75016,0,1272,2,9,2019
200000,75016,2,1272,7,8,2019
2550000,75016,2,1272,7,8,2019
2550000,75016,0,1272,5,8,2019
817030,75016,0,1272,3,9,2019
962930,75016,2,1272,7,9,2019
962930,75016,0,1272,3,9,2019
752160,75016,0,1272,2,9,2019
2200000,75016,2,1272,7,9,2019
2200000,75016,0,1272,5,9,2019
400000,75016,2,1272,7,9,2019
400000,75016,0,1272,1,9,2019
680000,75016,0,1272,4,9,2019
60000,75016,2,1272,7,9,2019
1400000,75016,3,1272,7,9,2019
40000,75016,2,1272,7,9,2019
48500,75016,2,1272,7,9,2019
2000000,75016,0,1272,6,9,2019
58164,75016,0,1272,1,9,2019
58164,75016,2,1272,7,9,2019
3381000,75016,2,1272,7,8,2019
3381000,75016,0,1272,9,8,2019
120000,75016,2,1272,7,9,2019
357700,75016,0,1272,1,8,2019
1075000,75016,2,1272,7,9,2019
1075000,75016,0,1272,3,9,2019
994100,75016,0,1272,4,8,2019
345000,75016,0,1272,2,9,2019
1189000,75016,0,1272,4,9,2019
1898200,75016,0,1272,5,9,2019
1898200,75016,2,1272,7,9,2019
1376100,75016,0,1272,5,9,2019
54000,75016,2,1272,7,9,2019
3550000,75016,2,1272,7,9,2019
3550000,75016,0,1272,8,9,2019
724640,75016,0,1272,3,9,2019
1690000,75016,0,1272,4,9,2019
70500,75016,2,1272,7,9,2019
78000,75016,2,1272,7,9,2019
1533540,75016,0,1272,3,9,2019
320000,75016,0,1272,2,9,2019
383550,75016,0,1272,1,9,2019
959500,75016,2,1272,7,9,2019
959500,75016,0,1272,4,9,2019
1550000,75016,0,1272,4,9,2019
1550000,75016,2,1272,7,9,2019
5100000,75016,2,1272,7,9,2019
5100000,75016,0,1272,8,9,2019
39500,75016,2,1272,7,9,2019
25000,75016,0,1272,1,9,2019
410000,75016,0,1272,2,8,2019
2000,75016,2,1272,7,9,2019
785500,75016,0,1272,3,9,2019
675000,75016,0,1272,3,9,2019
1447350,75016,0,1272,5,9,2019
980000,75016,0,1272,3,9,2019
980000,75016,2,1272,7,9,2019
360000,75016,3,1272,7,9,2019
2891000,75016,2,1272,7,9,2019
2891000,75016,0,1272,7,9,2019
3677000,75016,2,1272,7,9,2019
3677000,75016,0,1272,7,9,2019
1601700,75016,0,1272,5,8,2019
1601700,75016,2,1272,7,8,2019
410000,75016,0,1272,2,9,2019
1180000,75016,2,1272,7,9,2019
1180000,75016,0,1272,4,9,2019
195000,75016,0,1272,1,9,2019
310000,75016,0,1272,2,9,2019
1004000,75016,0,1272,1,9,2019
1004000,75016,0,1272,4,9,2019
980100,75016,0,1272,4,8,2019
980100,75016,2,1272,7,8,2019
93000,75016,2,1272,7,9,2019
370000,75016,0,1272,1,9,2019
270000,75016,0,1272,1,9,2019
1479462,75016,0,1272,5,9,2019
6500000,75016,1,221,2,9,2019
6500000,75016,3,221,7,9,2019
35000000,75016,0,585,3,9,2019
35000000,75016,2,585,7,9,2019
35000000,75016,0,585,1,9,2019
35000000,75016,0,585,2,9,2019
35000000,75016,0,585,4,9,2019
35000000,75016,0,734,3,9,2019
35000000,75016,0,734,1,9,2019
35000000,75016,2,734,7,9,2019
35000000,75016,0,734,2,9,2019
35000000,75016,0,734,4,9,2019
35000000,75016,0,734,5,9,2019
65000,75016,2,1272,7,9,2019
520000,75016,2,1272,7,9,2019
520000,75016,0,1272,2,9,2019
747500,75016,0,1272,3,8,2019
1200000,75016,0,1272,4,9,2019
95000,75016,2,1272,7,9,2019
270500,75016,0,1272,1,9,2019
1630000,75016,0,1272,6,9,2019
1630000,75016,2,1272,7,9,2019
675000,75016,0,1272,1,9,2019
145000,75016,0,1272,1,9,2019
1098000,75016,2,1272,7,9,2019
1098000,75016,0,1272,4,9,2019
1770000,75016,2,1272,7,9,2019
1770000,75016,0,1272,4,9,2019
190000,75016,2,1272,7,9,2019
470000,75016,0,1272,1,9,2019
2152820,75016,0,1272,5,8,2019
300000,75016,0,1272,1,9,2019
837900,75016,0,1272,4,9,2019
255000,75016,0,1272,1,9,2019
1121000,75016,0,1272,4,9,2019
216850,75016,0,1272,4,9,2019
216850,75016,0,1272,1,9,2019
1245000,75016,0,1272,4,9,2019
2000,75016,0,1272,2,9,2019
112000,75016,2,1272,7,9,2019
850000,75016,0,1272,5,9,2019
450000,75016,0,1272,2,9,2019
3250000,75016,0,1272,8,9,2019
55000,75016,2,1272,7,9,2019
1105000,75016,0,1272,3,9,2019
400000,75016,3,1272,7,8,2019
75000,75016,2,1272,7,9,2019
2600000,75016,2,1272,7,9,2019
2600000,75016,0,1272,7,9,2019
545000,75016,0,1272,1,9,2019
348500,75016,0,1272,1,9,2019
1422855,75016,0,1272,4,9,2019
706200,75016,0,1272,3,8,2019
1200500,75016,2,1272,7,9,2019
1200500,75016,0,1272,5,9,2019
885715,75016,0,1272,3,9,2019
1307000,75016,0,1272,5,9,2019
2491700,75016,2,1272,7,9,2019
2491700,75016,0,1272,4,9,2019
295000,75016,0,1272,2,9,2019
552116,75016,2,1272,7,9,2019
552116,75016,0,1272,2,9,2019
1805000,75016,0,1272,4,9,2019
453000,75016,0,1272,2,9,2019
526800,75016,0,1272,2,9,2019
180000,75016,2,1272,7,9,2019
3800600,75016,0,1272,6,9,2019
454746,75016,0,1272,2,9,2019
852500,75016,0,1272,2,9,2019
278800,75016,0,1272,2,9,2019
700800,75016,0,1272,3,9,2019
160000,75016,2,1272,7,9,2019
1010000,75016,3,1272,7,9,2019
1010000,75016,2,1272,7,9,2019
357000,75016,0,1272,1,9,2019
687000,75016,0,1272,3,9,2019
3101720,75016,0,1272,4,9,2019
759600,75016,0,1272,2,9,2019
445000,75016,0,1272,2,9,2019
24000,75016,2,1272,7,9,2019
880000,75016,0,1272,3,9,2019
880000,75016,2,1272,7,9,2019
598500,75016,0,1272,2,9,2019
725000,75016,3,1272,7,9,2019
137000,75016,0,1272,1,9,2019
137000,75016,2,1272,7,9,2019
1312300,75016,3,1272,7,9,2019
290000,75016,0,1272,2,9,2019
975000,75016,0,1272,3,9,2019
135000,75016,2,1272,7,9,2019
162950,75016,2,1272,7,9,2019
1147050,75016,0,1272,4,9,2019
80000,75016,2,1272,7,9,2019
1080000,75016,0,1272,4,9,2019
2240000,75016,0,1272,1,9,2019
2240000,75016,0,1272,4,9,2019
150000,75016,2,1272,7,9,2019
1775000,75016,0,1272,5,9,2019
1579045,75016,0,1272,5,9,2019
1579045,75016,2,1272,7,9,2019
173000,75016,0,1272,1,9,2019
363000,75016,2,1272,7,9,2019
48000,75016,2,1272,7,9,2019
360000,75016,3,1272,7,8,2019
913600,75016,0,1272,3,9,2019
913600,75016,2,1272,7,9,2019
803000,75016,0,1272,3,9,2019
803000,75016,2,1272,7,9,2019
576000,75016,0,1272,4,9,2019
1320025,75016,2,1272,7,9,2019
1320025,75016,0,1272,4,9,2019
620000,75016,0,1272,2,9,2019
820000,75016,0,1272,4,9,2019
466200,75016,0,1272,2,9,2019
1605800,75016,0,1272,6,9,2019
910000,75016,2,1272,7,9,2019
910000,75016,0,1272,3,9,2019
437000,75016,0,1272,4,9,2019
547000,75016,0,1272,2,9,2019
241500,75016,0,1272,1,9,2019
6900000,75016,0,1272,10,9,2019
110000,75016,2,1272,7,9,2019
125000,75016,0,1272,1,9,2019
327000,75016,0,1272,1,9,2019
15000,75016,2,1272,7,9,2019
14700000,75016,3,871,7,9,2019
397350,75016,0,1272,3,9,2019
1600000,75016,0,1272,5,9,2019
651150,75016,0,1272,3,9,2019
355000,75016,0,1272,2,9,2019
1700000,75016,0,1272,5,9,2019
388000,75016,0,1272,1,9,2019
100000,75016,0,1272,1,9,2019
2050000,75016,0,1272,4,9,2019
950000,75016,0,1272,2,9,2019
950000,75016,2,1272,7,9,2019
753000,75016,2,1272,7,9,2019
753000,75016,0,1272,4,9,2019
935000,75016,0,1272,3,9,2019
264000,75016,0,1272,1,9,2019
621890,75016,0,1272,2,9,2019
1200000,75016,2,1272,7,9,2019
1730000,75016,0,1272,5,9,2019
395000,75016,0,1272,2,9,2019
852000,75016,0,1272,2,9,2019
5750000,75016,0,244,1,9,2019
5750000,75016,2,244,7,9,2019
5750000,75016,0,244,2,9,2019
5750000,75016,3,244,7,9,2019
1800000,75016,2,1272,7,9,2019
1800000,75016,0,1272,3,9,2019
140000,75016,0,1272,3,10,2019
140000,75016,0,1272,1,10,2019
355000,75016,0,1272,1,9,2019
980800,75016,0,1272,4,9,2019
1320000,75016,0,1272,4,9,2019
1320000,75016,2,1272,7,9,2019
541427,75016,0,1272,2,9,2019
24700,75016,0,1272,2,9,2019
1750000,75016,2,1272,7,9,2019
1750000,75016,0,1272,5,9,2019
2610000,75016,2,1272,7,9,2019
2610000,75016,0,1272,6,9,2019
752000,75016,0,1272,4,9,2019
270000,75016,0,1272,2,9,2019
190000,75016,0,1272,1,9,2019
459500,75016,0,1272,2,9,2019
3400000,75016,3,1272,7,9,2019
1550000,75016,0,1272,5,9,2019
200000,75016,2,1272,7,9,2019
489000,75016,0,1272,1,9,2019
1220000,75016,0,1272,4,9,2019
1220000,75016,2,1272,7,9,2019
654100,75016,0,1272,3,9,2019
827600,75016,0,1272,3,10,2019
410000,75016,0,1272,1,9,2019
720000,75016,0,1272,2,10,2019
1090000,75016,0,1272,3,10,2019
256000,75016,0,1272,1,9,2019
285714,75016,0,1272,2,9,2019
630000,75016,0,1272,2,10,2019
1850000,75016,0,1272,5,9,2019
1600000,75016,0,1272,4,9,2019
1600000,75016,2,1272,7,9,2019
167000,75016,2,1272,7,9,2019
119700,75016,2,1272,7,9,2019
1040000,75016,0,1272,3,10,2019
1040000,75016,2,1272,7,10,2019
1680000,75016,2,1272,7,10,2019
1680000,75016,0,1272,4,10,2019
300000,75016,2,1272,7,9,2019
525000,75016,0,1272,1,9,2019
1974700,75016,0,1272,5,9,2019
1974700,75016,2,1272,7,9,2019
288000,75016,0,1272,1,9,2019
1410000,75016,2,1272,7,9,2019
1410000,75016,0,1272,3,9,2019
110000,75016,0,1272,1,9,2019
340000,75016,0,1272,1,8,2019
36934936,75016,3,110,7,9,2019
36934936,75016,3,190,7,9,2019
36934936,75016,3,1272,7,9,2019
1330000,75016,2,1272,7,7,2019
1330000,75016,0,1272,2,7,2019
57100,75016,2,1272,7,9,2019
38000,75016,2,1272,7,9,2019
672000,75016,0,1272,2,8,2019
1422000,75016,0,1272,5,8,2019
110000,75016,7,5,7,9,2019
2650000,75016,0,1272,4,9,2019
2650000,75016,2,1272,7,9,2019
2650000,75016,0,1272,2,9,2019
30000,75016,2,1272,7,9,2019
72270,75016,2,1272,7,9,2019
365000,75016,0,1272,1,9,2019
1385000,75016,0,1272,4,9,2019
1027800,75016,0,1272,4,9,2019
50000,75016,2,1272,7,10,2019
800000,75016,2,1272,7,9,2019
800000,75016,0,1272,4,9,2019
950000,75016,0,1272,3,9,2019
260000,75016,0,1272,4,9,2019
260000,75016,0,1272,1,9,2019
1091136,75016,0,1272,3,9,2019
985600,75016,0,1272,4,9,2019
1780200,75016,2,1272,7,9,2019
1780200,75016,0,1272,5,9,2019
720000,75016,0,1272,2,9,2019
437500,75016,0,1272,2,9,2019
1527150,75016,2,1272,7,10,2019
1527150,75016,0,1272,4,10,2019
3478000,75016,0,1272,6,10,2019
3478000,75016,2,1272,7,10,2019
2690000,75016,0,1272,3,9,2019
435000,75016,0,1272,2,9,2019
2213200,75016,0,1272,6,9,2019
671042,75016,0,1272,3,10,2019
58000,75016,3,1272,7,9,2019
525000,75016,3,1272,7,9,2019
525000,75016,0,1272,2,9,2019
785000,75016,3,1272,7,9,2019
785000,75016,0,1272,3,9,2019
1338000,75016,0,1272,3,9,2019
1041870,75016,0,1272,3,9,2019
820000,75016,0,1272,2,10,2019
820000,75016,2,1272,7,10,2019
430000,75016,0,1272,2,9,2019
436893,75016,0,1272,2,10,2019
93500,75016,2,1272,7,10,2019
33000,75016,2,1272,7,9,2019
305000,75016,0,1272,1,10,2019
180000,75016,2,1272,7,10,2019
1120000,75016,0,1272,4,9,2019
1005000,75016,0,1272,4,10,2019
533500,75016,0,1272,2,9,2019
105000,75016,2,1272,7,10,2019
435000,75016,2,1272,7,9,2019
435000,75016,0,1272,1,9,2019
816000,75016,2,1272,7,9,2019
816000,75016,0,1272,3,9,2019
261500,75016,0,1272,1,9,2019
793000,75016,0,1272,2,9,2019
793000,75016,2,1272,7,9,2019
819000,75016,2,1272,7,9,2019
819000,75016,0,1272,3,9,2019
851000,75016,0,1272,3,9,2019
851000,75016,2,1272,7,9,2019
933000,75016,2,1272,7,9,2019
933000,75016,0,1272,3,9,2019
611000,75016,2,1272,7,9,2019
611000,75016,0,1272,2,9,2019
1940000,75016,0,1272,4,9,2019
1940000,75016,2,1272,7,9,2019
2651250,75016,0,1272,4,9,2019
523000,75016,0,1272,2,9,2019
1061150,75016,0,1272,3,10,2019
652100,75016,0,1272,3,10,2019
1195000,75016,0,1272,4,9,2019
100000,75016,2,1272,7,10,2019
1107000,75016,0,1272,4,9,2019
1107000,75016,2,1272,7,9,2019
350000,75016,0,1272,1,10,2019
532800,75016,0,1272,1,9,2019
620000,75016,0,1272,3,9,2019
3101000,75016,2,1272,7,10,2019
3101000,75016,0,1272,5,10,2019
300000,75016,0,1272,1,10,2019
300000,75016,2,1272,7,10,2019
977000,75016,0,1272,3,9,2019
977000,75016,2,1272,7,9,2019
1500000,75016,0,1272,2,9,2019
1500000,75016,2,1272,7,9,2019
720000,75016,2,1272,7,9,2019
720000,75016,0,1272,3,9,2019
1900000,75016,0,1272,4,10,2019
200000,75016,0,1272,2,9,2019
465000,75016,0,1272,3,9,2019
1165000,75016,0,1272,4,9,2019
64000,75016,2,1272,7,10,2019
794500,75016,0,1272,2,10,2019
680000,75016,2,1272,7,9,2019
680000,75016,3,1272,7,9,2019
680000,75016,0,1272,2,9,2019
650000,75016,0,1272,2,10,2019
2450000,75016,1,1272,5,9,2019
2450000,75016,2,1272,7,9,2019
9500000,75016,0,205,3,9,2019
9500000,75016,3,205,7,9,2019
9500000,75016,0,205,1,9,2019
9500000,75016,0,205,2,9,2019
9500000,75016,3,174,7,9,2019
1800000,75016,0,1272,5,9,2019
2040000,75016,2,1272,7,10,2019
2040000,75016,0,1272,4,10,2019
505000,75016,0,1272,1,9,2019
505000,75016,2,1272,7,9,2019
363000,75016,0,1272,2,9,2019
165000,75016,2,1272,7,10,2019
7760,75016,2,1272,7,9,2019
749500,75016,0,1272,3,9,2019
255000,75016,2,1272,7,9,2019
655000,75016,2,1272,7,9,2019
655000,75016,0,1272,1,9,2019
648400,75016,0,1272,3,10,2019
1197200,75016,0,1272,4,8,2019
600000,75016,3,1272,7,9,2019
625000,75016,0,1272,3,9,2019
625000,75016,2,1272,7,9,2019
625000,75016,0,1272,4,9,2019
1637000,75016,3,1272,7,10,2019
1637000,75016,0,1272,5,10,2019
632500,75016,0,1272,2,10,2019
40000,75016,2,1272,7,10,2019
597500,75016,0,1272,2,10,2019
206640,75016,2,1272,7,9,2019
1184000,75016,3,1272,7,10,2019
1184000,75016,2,1272,7,10,2019
2942000,75016,1,155,8,10,2019
295000,75016,0,1272,1,10,2019
595000,75016,3,1272,7,10,2019
2308400,75016,1,1272,6,10,2019
220000,75016,0,1272,1,9,2019
220000,75016,2,1272,7,9,2019
553100,75016,0,1272,3,9,2019
65000,75016,0,1272,1,9,2019
57600,75016,2,1272,7,9,2019
736532,75016,0,1272,4,10,2019
790000,75016,0,1272,3,9,2019
31000,75016,2,1272,7,10,2019
286000,75016,2,1272,7,9,2019
286000,75016,0,1272,1,9,2019
537400,75016,0,1272,2,9,2019
3411550,75016,0,1272,7,10,2019
3411550,75016,2,1272,7,10,2019
308650,75016,0,1272,1,10,2019
170000,75016,0,1272,1,9,2019
1950000,75016,0,1272,6,10,2019
1950000,75016,2,1272,7,10,2019
1315000,75016,2,1272,7,10,2019
1315000,75016,0,1272,4,10,2019
1195000,75016,0,1272,4,10,2019
1195000,75016,2,1272,7,10,2019
3120000,75016,0,1272,7,9,2019
2903000,75016,0,1272,6,10,2019
2480000,75016,2,1272,7,9,2019
2480000,75016,0,1272,5,9,2019
490000,75016,0,1272,2,9,2019
4450000,75016,3,1272,7,9,2019
840000,75016,0,1272,4,9,2019
891680,75016,2,1272,7,10,2019
891680,75016,0,1272,2,10,2019
263000,75016,0,1272,2,9,2019
620940,75016,0,1272,1,3,2019
1873000,75016,2,1272,7,10,2019
1873000,75016,0,1272,5,10,2019
115000,75016,2,1272,7,10,2019
610960,75016,0,1272,2,9,2019
822840,75016,0,1272,3,9,2019
2270000,75016,0,1272,6,10,2019
2270000,75016,2,1272,7,10,2019
30000,75016,3,1272,7,10,2019
81000,75016,2,1272,7,10,2019
1026000,75016,0,1272,2,9,2019
350000,75016,0,1272,2,10,2019
332030,75016,0,1272,1,10,2019
1180000,75016,0,1272,4,10,2019
1505000,75016,2,1272,7,9,2019
1505000,75016,0,1272,3,9,2019
1640000,75016,0,1272,5,10,2019
1640000,75016,3,1272,7,10,2019
2700000,75016,0,1272,5,9,2019
2700000,75016,2,1272,7,9,2019
680000,75016,0,1272,4,10,2019
1215000,75016,0,1272,4,8,2019
1215000,75016,0,1272,2,8,2019
755000,75016,0,1272,2,10,2019
2660000,75016,2,1272,7,10,2019
2660000,75016,0,1272,5,10,2019
1392000,75016,0,1272,5,10,2019
1244005,75016,0,1272,3,10,2019
2850000,75016,0,1272,6,10,2019
1000,75016,0,1272,4,10,2019
108000,75016,2,1272,7,9,2019
637500,75016,0,1272,2,10,2019
4200000,75016,2,1272,7,9,2019
4200000,75016,0,1272,8,9,2019
857000,75016,2,1272,7,9,2019
857000,75016,0,1272,3,9,2019
698800,75016,0,1272,4,9,2019
370000,75016,0,1272,1,10,2019
122000,75016,2,1272,7,9,2019
